Curs acadèmic,Any,Codi Oferta,Nom de l’Oferta,Tipus d’estudi,Sigles Universitat responsable,Via d’accés,Nota de tall,Municipi,Nombre de places
2023-2024,2023,1556,Comunicació Audiovisual,Grau,UAB,Pau/cfgs/FP,11.040,Cerdanyola del Vallès,80
2023-2024,2023,1557,Comptabilitat i Finances,Grau,UAB,Pau/cfgs/FP,8.282,Sabadell,150
2023-2024,2023,1560,Periodisme,Grau,UAB,Pau/cfgs/FP,10.498,Cerdanyola del Vallès,160
2023-2024,2023,1561,Publicitat i Relacions Públiques,Grau,UAB,Pau/cfgs/FP,11.132,Cerdanyola del Vallès,80
2023-2024,2023,1563,Enginyeria Química,Grau,UAB,Pau/cfgs/FP,9.346,Cerdanyola del Vallès,80
2023-2024,2023,1565,Fisioteràpia,Grau,UAB,Pau/cfgs/FP,10.784,Cerdanyola del Vallès,80
2023-2024,2023,1566,Administració i Direcció d'Empreses / Dret (simultaneïtat),Grau,UAB,Pau/cfgs/FP,10.360,Cerdanyola del Vallès,80
2023-2024,2023,1568,Enginyeria Biomèdica,Grau,UPC,Pau/cfgs/FP,11.816,Barcelona/Sant Adrià de Besòs,55
2023-2024,2023,1569,Enginyeria de l'Energia,Grau,UPC,Pau/cfgs/FP,9.164,Barcelona/Sant Adrià de Besòs,70
2023-2024,2023,1570,Enginyeria Elèctrica,Grau,UPC,Pau/cfgs/FP,7.980,Barcelona/Sant Adrià de Besòs,80
2023-2024,2023,1571,Enginyeria Electrònica Industrial i Automàtica,Grau,UPC,Pau/cfgs/FP,8.469,Barcelona/Sant Adrià de Besòs,135
2023-2024,2023,1577,Pilot d'Aviació Comercial i Operacions Aèries,Grau,URV,Pau/cfgs/FP,6.848,Reus,30
2023-2024,2023,1582,Ciències Polítiques i de l'Administració / Dret (simultaneïtat),Grau,UB,Pau/cfgs/FP,10.740,Barcelona,20
2023-2024,2023,1583,Administració i Direcció d'Empreses / Dret (simultaneïtat),Grau,UB,Pau/cfgs/FP,11.420,Barcelona,60
2023-2024,2023,1584,Administració i Direcció d'Empreses / Matemàtiques (simultaneïtat),Grau,UB,Pau/cfgs/FP,12.104,Barcelona,20
2023-2024,2023,1603,Enginyeria de Sistemes TIC (àmbit d'Informàtica i Comunicacions),Grau,UPC,Pau/cfgs/FP,7.468,Manresa,44
2023-2024,2023,1604,"Formació del Professorat de Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Anglès (presencial)",Màster Universitari,UB,Titulats universitaris,7.100,Barcelona,30
2023-2024,2023,2202,"Màrqueting i Comunitats Digitals ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,7.664,Mataró,70
2023-2024,2023,1615,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Anglès (presencial)",Màster Universitari,UAB,Titulats universitaris,6.700,Cerdanyola del Vallès,30
2023-2024,2023,1648,"Formació del Professorat de Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Biologia - Geologia (presencial)",Màster Universitari,UB,Titulats universitaris,7.200,Barcelona,30
2023-2024,2023,1649,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Biologia - Geologia (presencial)",Màster Universitari,UAB,Titulats universitaris,7.400,Cerdanyola del Vallès,15
2023-2024,2023,1650,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyaments d'Idiomes - Especialitat en Tecnologia (presencial)",Màster Universitari,UPC,Titulats universitaris,5.980,Barcelona,60
2023-2024,2023,1652,"Formació del Professorat de Secundària i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Educació Física (semipresencial)",Màster Universitari,UdL,Titulats universitaris,7.060,Lleida,60
2023-2024,2023,1653,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Geografia - Història (presencial)",Màster Universitari,UdG,Titulats universitaris,7.500,Girona,30
2023-2024,2023,1655,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Tecnologia / Tecnologies Industrials (agrupació d'especialitats) (presencial)",Màster Universitari,URL,Titulats universitaris,5.000,Barcelona,30
2023-2024,2023,1657,"Formació del Professorat de Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Dibuix (presencial)",Màster Universitari,UB,Titulats universitaris,7.670,Barcelona,60
2023-2024,2023,1658,"Formació del Professorat de Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Educació Física (presencial)",Màster Universitari,UB,Titulats universitaris,7.641,Barcelona,30
2023-2024,2023,1659,"Formació del Professorat de Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Física - Química (presencial)",Màster Universitari,UB,Titulats universitaris,6.680,Barcelona,30
2023-2024,2023,1660,"Formació del Professorat de Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Geografia - Història (presencial)",Màster Universitari,UB,Titulats universitaris,8.100,Barcelona,30
2023-2024,2023,1661,"Formació del Professorat de Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Llatí - Grec / Cultura Clàssica (agrupació d'especialitats) (presencial)",Màster Universitari,UB,Titulats universitaris,5.000,Barcelona,30
2023-2024,2023,1667,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Física - Química (presencial)",Màster Universitari,UAB,Titulats universitaris,6.860,Cerdanyola del Vallès,15
2023-2024,2023,1668,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Geografia - Història (presencial)",Màster Universitari,UAB,Titulats universitaris,7.870,Cerdanyola del Vallès,30
2023-2024,2023,1673,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyaments d'Idiomes - Especialitat en Tecnologies Industrials (presencial)",Màster Universitari,UPC,Titulats universitaris,5.000,Barcelona,60
2023-2024,2023,1683,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Tecnologia / Tecnologies Industrials (agrupació d'especialitats) (semipresencial)",Màster Universitari,URV,Titulats universitaris,6.790,Tarragona,30
2023-2024,2023,1696,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Orientació Educativa (presencial)",Màster Universitari,UAB,Titulats universitaris,7.040,Cerdanyola del Vallès,30
2023-2024,2023,1759,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Geografia - Història (semipresencial)",Màster Universitari,URV,Titulats universitaris,7.620,Tarragona,30
2023-2024,2023,1763,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Educació Física (semipresencial)",Màster Universitari,URL,Titulats universitaris,6.998,Barcelona,30
2023-2024,2023,1950,Enginyeria Física,Grau,UPC,Pau/cfgs/FP,12.689,Barcelona,44
2023-2024,2023,1952,Comunicació i Indústries Culturals,Grau,UB,Pau/cfgs/FP,9.254,Barcelona,120
2023-2024,2023,1953,Enginyeria Biomèdica,Grau,UPF,Pau/cfgs/FP,12.418,Barcelona,40
2023-2024,2023,2068,Administració i Direcció d'Empreses (docència en Anglès),Grau,UAB,Pau/cfgs/FP,10.022,Cerdanyola del Vallès,70
2023-2024,2023,2069,Dret / Administració i Direcció d'Empreses - Economia (agrupació de simultaneïtat),Grau,UPF,Pau/cfgs/FP,12.200,Barcelona,90
2023-2024,2023,2070,"Administració d'Empreses i Gestió de la Innovació / Turisme i Gestió del Lleure ""Tecnocampus"" (simultaneïtat)",Grau,UPF,Pau/cfgs/FP,5.000,Mataró,40
2023-2024,2023,2079,Física / Química (simultaneïtat),Grau,UAB,Pau/cfgs/FP,11.978,Cerdanyola del Vallès,20
2023-2024,2023,2186,Ciències de l'Activitat Física i de l'Esport,Grau,URV,Pau/cfgs/FP,5.190,Amposta,50
2023-2024,2023,2187,"Ciències de l'Activitat Física i de l'Esport ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,5.000,Mataró,60
2023-2024,2023,2216,Fisioteràpia,Grau,URV,Pau/cfgs/FP,6.687,Tortosa,60
2023-2024,2023,2276,Dret / Gestió i Administració Pública (simultaneïtat),Grau,UB,Pau/cfgs/FP,9.536,Barcelona,24
2023-2024,2023,2277,Educació Primària (docència en Anglès),Grau,UAB,Pau/cfgs/FP,8.292,Cerdanyola del Vallès,75
2023-2024,2023,2309,Humanitats,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,70
2023-2024,2023,2313,"Formació del Professorat de Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Filosofia (presencial)",Màster Universitari,UB,Titulats universitaris,7.400,Barcelona,30
2023-2024,2023,2314,"Formació del Professorat de Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Música (presencial)",Màster Universitari,UB,Titulats universitaris,5.000,Barcelona,30
2023-2024,2023,2319,"Formació del Professorat d'Educació Secundària Obligatòria i Batxillerat, Formació Professional i Ensenyament d'Idiomes - Especialitat en Física - Química (presencial)",Màster Universitari,UdG,Titulats universitaris,6.180,Girona,15
2023-2024,2023,2470,Empresa Internacional (docència en Anglès),Grau,UB,Pau/cfgs/FP,11.666,Barcelona,80
2023-2024,2023,2472,Antropologia i Evolució Humana (virtual o semipresencial),Grau,URV,Pau/cfgs/FP,5.000,Tarragona,120
2023-2024,2023,2481,Màrqueting i Comunicació Empresarial,Grau,UVic,Pau/cfgs/FP,5.000,Vic,45
2023-2024,2023,2654,Publicitat i Relacions Públiques,Grau,UPF,Pau/cfgs/FP,11.822,Barcelona,80
2023-2024,2023,2665,Educació Infantil / Educació Primària (pla de millora de la formació inicial de Mestre - 5 anys) (simultaneïtat),Grau,UB,Pau/cfgs/FP,10.709,Barcelona,40
2023-2024,2023,2666,Enginyeria de Sistemes de Telecomunicació / Enginyeria Informàtica (simultaneïtat),Grau,UAB,Pau/cfgs/FP,9.754,Cerdanyola del Vallès,20
2023-2024,2023,2667,Enginyeria Electrònica de Telecomunicació / Enginyeria Informàtica (simultaneïtat),Grau,UAB,Pau/cfgs/FP,9.492,Cerdanyola del Vallès,20
2023-2024,2023,2671,Ciència Política i Gestió Pública / Dret (simultaneïtat),Grau,UAB,Pau/cfgs/FP,10.030,Cerdanyola del Vallès,20
2023-2024,2023,2672,"Administració d'Empreses i Gestió de la Innovació / Màrqueting i Comunitats Digitals ""Tecnocampus"" (simultaneïtat)",Grau,UPF,Pau/cfgs/FP,8.344,Mataró,60
2023-2024,2023,2673,Administració i Direcció d'Empreses / Enginyeria Informàtica (simultaneïtat),Grau,UdL,Pau/cfgs/FP,10.558,Lleida,10
2023-2024,2023,2674,Administració i Direcció d'Empreses / Dret (simultaneïtat),Grau,UdL,Pau/cfgs/FP,9.832,Lleida,30
2023-2024,2023,2676,Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica (simultaneïtat),Grau,UdG,Pau/cfgs/FP,5.542,Girona,15
2023-2024,2023,2677,Administració i Direcció d'Empreses / Enginyeria en Tecnologies Industrials (simultaneïtat),Grau,UdG,Pau/cfgs/FP,9.432,Girona,15
2023-2024,2023,2678,Administració i Direcció d'Empreses / Economia (simultaneïtat),Grau,UdG,Pau/cfgs/FP,9.892,Girona,30
2023-2024,2023,2679,Biologia / Biotecnologia (simultaneïtat),Grau,UdG,Pau/cfgs/FP,11.511,Girona,10
2023-2024,2023,2680,Biologia / Ciències Ambientals (simultaneïtat),Grau,UdG,Pau/cfgs/FP,10.306,Girona,20
2023-2024,2023,2681,Educació Infantil / Educació Primària (pla de millora de la formació inicial de Mestre - 5 anys) (simultaneïtat),Grau,UdG,Pau/cfgs/FP,10.426,Girona,50
2023-2024,2023,2682,Educació Infantil / Educació Primària (pla de millora de la formació inicial de Mestre - 5 anys) (simultaneïtat),Grau,URV,Pau/cfgs/FP,10.814,Tarragona,30
2023-2024,2023,2685,Educació Infantil / Educació Primària (pla de millora de la formació inicial de Mestre - 5 anys) (menció en Llengua Anglesa) (simultaneïtat),Grau,UVic,Pau/cfgs/FP,5.000,Vic,40
2023-2024,2023,2700,Direcció Hotelera,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,90
2023-2024,2023,2728,"Màrqueting ""Mediterrani""",Grau,UdG,Pau/cfgs/FP,5.240,Barcelona,70
2023-2024,2023,3112,"Administració i Direcció d'Empreses ""EUNCET"" (semipresencial)",Grau,UPC,Pau/cfgs/FP,5.000,Terrassa,40
2023-2024,2023,3114,Ciències Culinàries i Gastronòmiques,Grau,UB,Pau/cfgs/FP,5.000,Barcelona/Castelldefels/Santa Coloma de Gramenet,80
2023-2024,2023,3115,"Logística i Negocis Marítims ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,5.646,Mataró,45
2023-2024,2023,3116,Disseny i Desenvolupament de Videojocs (Campus Terrassa),Grau,UPC,Pau/cfgs/FP,5.382,Barcelona/Terrassa,44
2023-2024,2023,3117,"Màrqueting i Comunicació Digital ""EUNCET"" (Campus Terrassa)",Grau,UPC,Pau/cfgs/FP,5.000,Terrassa,50
2023-2024,2023,3120,Seguretat,Grau,UB,Pau/cfgs/FP,8.602,Mollet del Vallès,60
2023-2024,2023,3142,"Enginyeria Informàtica de Gestió i Sistemes d'Informació ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,7.050,Mataró,50
2023-2024,2023,3145,"Mitjans Audiovisuals ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,5.000,Mataró,140
2023-2024,2023,3208,Enologia,Grau,URV,Pau/cfgs/FP,5.000,Tarragona,35
2023-2024,2023,3210,Innovació i Seguretat Alimentària,Grau,UdG,Pau/cfgs/FP,5.000,Girona,40
2023-2024,2023,3217,Farmàcia / Nutrició Humana i Dietètica (simultaneïtat),Grau,UB,Pau/cfgs/FP,12.019,Barcelona/Santa Coloma de Gramenet,20
2023-2024,2023,3218,"Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica ""EU Salesiana de Sarrià"" (simultaneïtat)",Grau,UAB,Pau/cfgs/FP,5.116,Barcelona,15
2023-2024,2023,4834,Disseny,Grau,UB,Pau/cfgs/FP,11.022,Barcelona,60
2023-2024,2023,3220,Educació Infantil / Educació Primària (pla de millora de la formació inicial de Mestre - 5 anys) (simultaneïtat),Grau,UAB,Pau/cfgs/FP,11.406,Cerdanyola del Vallès,20
2023-2024,2023,3221,Criminologia / Dret (simultaneïtat),Grau,UAB,Pau/cfgs/FP,10.750,Cerdanyola del Vallès,20
2023-2024,2023,3222,Dret / Relacions Laborals (simultaneïtat),Grau,UAB,Pau/cfgs/FP,9.322,Cerdanyola del Vallès,20
2023-2024,2023,3223,Economia (docència en Anglès),Grau,UAB,Pau/cfgs/FP,9.226,Cerdanyola del Vallès,40
2023-2024,2023,3226,Enginyeria de Sistemes de Telecomunicació / Enginyeria Telemàtica (inclou xarxes i Internet) (agrupació),Grau,UPC,Pau/cfgs/FP,7.633,Castelldefels,90
2023-2024,2023,3235,Ciències de l'Activitat Física i de l'Esport / Fisioteràpia (simultaneïtat),Grau,UdL,Pau/cfgs/FP,9.673,Lleida,25
2023-2024,2023,3236,Administració i Direcció d'Empreses / Dret (simultaneïtat),Grau,UdG,Pau/cfgs/FP,9.842,Girona,10
2023-2024,2023,3238,Ciències Polítiques i de l'Administració / Dret (simultaneïtat),Grau,UdG,Pau/cfgs/FP,8.408,Girona,15
2023-2024,2023,3239,Criminologia / Dret (simultaneïtat),Grau,UdG,Pau/cfgs/FP,10.098,Girona,15
2023-2024,2023,3240,Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica (simultaneïtat),Grau,URV,Pau/cfgs/FP,7.480,Tarragona,10
2023-2024,2023,3241,Biotecnologia / Enginyeria Informàtica (simultaneïtat),Grau,URV,Pau/cfgs/FP,9.740,Tarragona,10
2023-2024,2023,3242,Administració i Direcció d'Empreses / Dret (simultaneïtat),Grau,URV,Pau/cfgs/FP,10.082,Reus/Tarragona,25
2023-2024,2023,3244,Bioquímica i Biologia Molecular / Biotecnologia (simultaneïtat),Grau,URV,Pau/cfgs/FP,12.470,Tarragona,15
2023-2024,2023,3245,Administració i Direcció d'Empreses / Finances i Comptabilitat (simultaneïtat),Grau,URV,Pau/cfgs/FP,10.162,Reus,30
2023-2024,2023,3251,"Arquitectura, Estudis d'",Grau,UPC,Pau/cfgs/FP,9.594,Barcelona,342
2023-2024,2023,3255,"Arquitectura, Estudis d'",Grau,UPC,Pau/cfgs/FP,9.826,Sant Cugat del Vallès,110
2023-2024,2023,3263,Arts Escèniques,Grau,UdG,Pau/cfgs/FP,5.302,Salt,30
2023-2024,2023,3264,"Arquitectura, Estudis d'",Grau,UdG,Pau/cfgs/FP,9.606,Girona,40
2023-2024,2023,3332,"Màrqueting i Comunicació Digital ""EUNCET"" (semipresencial)",Grau,UPC,Pau/cfgs/FP,5.000,Terrassa,40
2023-2024,2023,3423,Fisioteràpia (Campus Manresa),Grau,UVic,Pau/cfgs/FP,6.863,Manresa,160
2023-2024,2023,3424,Infermeria (Campus Manresa),Grau,UVic,Pau/cfgs/FP,8.000,Manresa,150
2023-2024,2023,3426,Podologia (Campus Manresa),Grau,UVic,Pau/cfgs/FP,5.000,Manresa,80
2023-2024,2023,3433,Publicitat i Relacions Públiques,Grau,UVic,Pau/cfgs/FP,5.698,Vic,55
2023-2024,2023,3434,Administració i Direcció d'Empreses (Campus Manresa),Grau,UVic,Pau/cfgs/FP,5.000,Manresa,50
2023-2024,2023,3435,Educació Infantil (Campus Manresa),Grau,UVic,Pau/cfgs/FP,5.000,Manresa,40
2023-2024,2023,3438,Infermeria,Grau,UVic,Pau/cfgs/FP,8.134,Vic,150
2023-2024,2023,3439,Fisioteràpia,Grau,UVic,Pau/cfgs/FP,7.018,Vic,160
2023-2024,2023,3441,"Fisioteràpia ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,8.987,Mataró,40
2023-2024,2023,3465,"Disseny i Producció de Videojocs ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,5.268,Mataró,55
2023-2024,2023,3466,Administració i Direcció d'Empreses,Grau,UVic,Pau/cfgs/FP,5.182,Vic,55
2023-2024,2023,3469,Enginyeria de Tecnologies i Serveis de Telecomunicació,Grau,UPC,Pau/cfgs/FP,8.724,Barcelona,180
2023-2024,2023,3470,Enginyeria de Sistemes Aeroespacials,Grau,UPC,Pau/cfgs/FP,11.326,Castelldefels,120
2023-2024,2023,3499,Història de l'Art i Gestió del Patrimoni Artístic,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,25
2023-2024,2023,3501,Llengües Romàniques i les seves Literatures,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,40
2023-2024,2023,3522,Ciències del Mar,Grau,UB,Pau/cfgs/FP,10.380,Barcelona,60
2023-2024,2023,3526,Disseny i Desenvolupament de Videojocs,Grau,UdG,Pau/cfgs/FP,7.950,Girona,40
2023-2024,2023,3527,Fisioteràpia (docència en Anglès) (només per a estudiants espanyols o estrangers amb residència),Grau,UdG,Pau/cfgs/FP,6.102,L'Hospitalet de Llobregat,18
2023-2024,2023,3563,Infermeria (Campus Clínic),Grau,UB,Pau/cfgs/FP,12.000,Barcelona,135
2023-2024,2023,3565,Medicina (Campus Bellvitge),Grau,UB,Pau/cfgs/FP,12.893,L'Hospitalet de Llobregat,100
2023-2024,2023,3566,Prevenció i Seguretat Integral (en xarxa),Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,30
2023-2024,2023,3567,Turisme (docència en Anglès),Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,60
2023-2024,2023,3568,Disseny i Desenvolupament de Videojocs (docència en Anglès) (Campus Barcelona),Grau,UPC,Pau/cfgs/FP,7.908,Barcelona/Terrassa,30
2023-2024,2023,5082,Estudis Socioculturals de Gènere,Grau,UAB,Pau/cfgs/FP,7.128,Cerdanyola del Vallès,60
2023-2024,2023,3569,Enginyeria de Sistemes Aeroespacials / Enginyeria de Sistemes de Telecomunicació - Enginyeria Telemàtica (agrupació de simultaneïtat),Grau,UPC,Pau/cfgs/FP,11.330,Castelldefels,40
2023-2024,2023,3572,"Ciències de l'Activitat Física i de l'Esport / Fisioteràpia ""Tecnocampus"" (simultaneïtat)",Grau,UPF,Pau/cfgs/FP,5.000,Mataró,40
2024-2025,2024,930,Dret,Grau,UPF,Pau/cfgs/FP,11.103,Barcelona,260
2023-2024,2023,3573,"Administració d'Empreses i Gestió de la Innovació ""Tecnocampus"" (docència en Anglès)",Grau,UPF,Pau/cfgs/FP,7.096,Mataró,35
2023-2024,2023,3574,Criminologia i Polítiques Públiques de Prevenció / Dret (simultaneïtat),Grau,UPF,Pau/cfgs/FP,10.766,Barcelona,20
2023-2024,2023,3575,Ciència i Producció Animal / Veterinària (simultaneïtat),Grau,UdL,Pau/cfgs/FP,11.454,Lleida,60
2023-2024,2023,3584,Història,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,40
2023-2024,2023,3588,Filologia Hispànica,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,20
2023-2024,2023,3613,"Grau Obert, Programa de (agrupació)",Grau,UPF,Pau/cfgs/FP,11.502,Barcelona,30
2023-2024,2023,3614,Fisioteràpia (docència en Anglès) (només per a estudiants sense nacionalitat espanyola ni residència a l'Estat Espanyol),Grau,UdG,Pau/cfgs/FP,6.988,L'Hospitalet de Llobregat,42
2023-2024,2023,3953,Arquitectura Tècnica i Edificació,Grau,UPC,Pau/cfgs/FP,8.140,Barcelona,160
2023-2024,2023,3969,Estudis Globals,Grau,UPF,Pau/cfgs/FP,10.640,Barcelona,40
2023-2024,2023,3971,Enginyeria de Sistemes i Serveis de Telecomunicacions,Grau,URV,Pau/cfgs/FP,7.396,Tarragona,40
2023-2024,2023,3975,Publicitat i Relacions Públiques,Grau,UdG,Pau/cfgs/FP,9.622,Girona,75
2023-2024,2023,3988,Estudis Anglesos,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,40
2023-2024,2023,3989,Psicologia,Grau,UdL,Pau/cfgs/FP,9.674,Lleida,60
2023-2024,2023,3993,Filologia Catalana i Estudis Occitans,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,20
2023-2024,2023,3994,Geografia,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,20
2023-2024,2023,4000,Comunicació i Periodisme Audiovisuals,Grau,UdL,Pau/cfgs/FP,6.956,Lleida,90
2023-2024,2023,4001,Infermeria,Grau,UdL,Pau/cfgs/FP,11.283,Lleida,105
2023-2024,2023,4002,Infermeria,Grau,UdL,Pau/cfgs/FP,10.688,Igualada,85
2023-2024,2023,4003,Fisioteràpia / Infermeria (simultaneïtat),Grau,UdL,Pau/cfgs/FP,12.032,Lleida,25
2023-2024,2023,4004,Nutrició Humana i Dietètica,Grau,UVic,Pau/cfgs/FP,5.000,Vic,65
2023-2024,2023,4020,Arquitectura Tècnica i Edificació,Grau,UdL,Pau/cfgs/FP,7.634,Lleida,25
2023-2024,2023,4023,Arquitectura Tècnica i Edificació,Grau,UdG,Pau/cfgs/FP,8.182,Girona,25
2023-2024,2023,4037,Enginyeria de Xarxes de Telecomunicació,Grau,UPF,Pau/cfgs/FP,8.878,Barcelona,40
2023-2024,2023,4052,Enginyeria de Sistemes de Telecomunicació / Enginyeria Electrònica de Telecomunicació (agrupació),Grau,UAB,Pau/cfgs/FP,7.588,Cerdanyola del Vallès,140
2023-2024,2023,4057,"Disseny i Producció de Videojocs / Enginyeria Informàtica de Gestió i Sistemes d'Informació ""Tecnocampus"" (simultaneïtat)",Grau,UPF,Pau/cfgs/FP,5.302,Mataró,30
2023-2024,2023,4066,Administració i Direcció d'Empreses / Turisme (simultaneïtat),Grau,UdL,Pau/cfgs/FP,6.692,Lleida,20
2023-2024,2023,4067,Fisioteràpia / Nutrició Humana i Dietètica (simultaneïtat),Grau,UdL,Pau/cfgs/FP,10.387,Igualada,20
2023-2024,2023,4068,Ciències de l'Activitat Física i de l'Esport / Fisioteràpia (simultaneïtat),Grau,UdG,Pau/cfgs/FP,6.224,Salt,10
2023-2024,2023,4069,"Turisme / Màrqueting ""Mediterrani"" (simultaneïtat)",Grau,UdG,Pau/cfgs/FP,5.000,Barcelona,25
2023-2024,2023,4072,Enginyeria en Geoinformació i Geomàtica,Grau,UPC,Pau/cfgs/FP,6.168,Barcelona,40
2023-2024,2023,4074,Infermeria,Grau,URV,Pau/cfgs/FP,11.356,Tarragona,93
2023-2024,2023,4077,Infermeria,Grau,URV,Pau/cfgs/FP,10.924,Tortosa,82
2023-2024,2023,4078,Infermeria,Grau,URV,Pau/cfgs/FP,10.845,el Vendrell,40
2023-2024,2023,4091,Enginyeria Química,Grau,UPC,Pau/cfgs/FP,8.876,Barcelona/Sant Adrià de Besòs,100
2023-2024,2023,4107,Enginyeria en Informàtica,Grau,UPF,Pau/cfgs/FP,10.342,Barcelona,55
2023-2024,2023,4110,Enginyeria en Sistemes Audiovisuals,Grau,UPF,Pau/cfgs/FP,8.717,Barcelona,55
2023-2024,2023,4125,"Màrqueting ""ESIC""",Grau,URV,Pau/cfgs/FP,5.000,Barcelona,95
2023-2024,2023,4127,Enginyeria Biomèdica,Grau,URV,Pau/cfgs/FP,10.400,Tarragona,40
2023-2024,2023,4204,Enginyeria de l'Automoció,Grau,UVic,Pau/cfgs/FP,5.322,Granollers,45
2023-2024,2023,4206,"Màrqueting i Comunicació Digital ""EAE""",Grau,UPC,Pau/cfgs/FP,5.000,Barcelona,75
2023-2024,2023,4207,Ciència i Enginyeria de Dades,Grau,UPC,Pau/cfgs/FP,12.694,Barcelona,50
2023-2024,2023,4208,Enginyeria d'Automoció (Campus Manresa),Grau,UPC,Pau/cfgs/FP,9.982,Barcelona/Manresa,55
