num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2024S028663,2024-10-13,11:00:00,"CTRA. PARTICULAR DEL TIRO DE PICHON, 3",3,8,Fuencarral - El Pardo,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,436162,4482318,false,false
2024S028698,2024-10-14,00:51:00,"CALL. O'DONNELL, 45",45,4,Salamanca,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,442771,4474763,false,false
2024S028820,2024-10-15,18:47:00,CALL. GOYA / CALL. MARQUES DE ZURGENA,5,4,Salamanca,Alcance,Nublado,Bicicleta,Conductor,De 21 a 24 años,Hombre,,,441545,4475221,false,false
2024S028835,2024-10-15,20:05:00,PLAZA. EMPERADOR CARLOS V / PASEO. PRADO,2,3,Retiro,Colisión fronto-lateral,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,441326,4473371,false,false
2024S028916,2024-10-16,15:20:00,CALL. SAN BERNARDO / CALL. PALMA,66,1,Centro,Colisión lateral,,Bicicleta,Conductor,De 21 a 24 años,Hombre,,,440047,4475336,false,false
2024S028938,2024-10-16,22:30:00,"PLAZA. VIRGEN DE LA PALOMA, 3",3,1,Centro,Alcance,,Bicicleta,Conductor,De 30 a 34 años,Mujer,,,439522,4473317,false,false
2024S028979,2024-10-16,18:45:00,"CALL. FUENCARRAL, 94",94,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,440469,4475445,false,false
2024S028988,2024-10-17,16:15:00,"AVDA. OPORTO, 28",28,11,Carabanchel,Atropello a persona,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,438650,4470785,false,false
2024S028988,2024-10-17,16:15:00,"AVDA. OPORTO, 28",28,11,Carabanchel,Atropello a persona,Despejado,Bicicleta,Peatón,Menor de 5 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,438650,4470785,false,false
2024S029109,2024-10-18,16:05:00,"CALL. AGUILAR DE CAMPOO, 10",10,9,Moncloa - Aravaca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439081,4479445,false,false
2024S029113,2024-10-18,19:05:00,"CALL. GRAN VIA, 4",4,1,Centro,Colisión fronto-lateral,,Bicicleta,Conductor,De 25 a 29 años,Mujer,,,440809,4474515,false,false
2024S029130,2024-10-18,21:15:00,"CALL. PARROCO EUSEBIO CUENCA, 40",40,2,Arganzuela,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,441621,4472059,false,false
2024S029207,2024-10-19,11:04:00,"PLAZA. SAN CAYETANO, 1",1,4,Salamanca,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,2,Ingreso inferior o igual a 24 horas,443135,4476158,false,false
2024S029209,2024-10-19,09:30:00,PQUE. CASA DE CAMPO / CTRA. CIUDAD UNIVERSITARIA,0,9,Moncloa - Aravaca,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,435665,4474547,false,false
2024S029230,2024-10-18,20:35:00,AVDA. POBLADOS / CALL. CERILLERAS,118,11,Carabanchel,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,438219,4469421,false,false
2024S029243,2024-10-19,19:40:00,"CALL. ANTONIO DE LEYVA, 45",45,11,Carabanchel,Atropello a persona,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,1,Atención en urgencias sin posterior ingreso,439269,4471412,false,false
2024S029243,2024-10-19,19:40:00,"CALL. ANTONIO DE LEYVA, 45",45,11,Carabanchel,Atropello a persona,Despejado,Bicicleta,Peatón,Desconocido,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,439269,4471412,false,false
2024S029250,2024-10-19,17:00:00,"RONDA. SEGOVIA, 71",71,1,Centro,Alcance,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439444,4473237,false,false
2024S029251,2024-10-19,20:20:00,CALL. TRAFALGAR / CALL. LUCHANA,1,7,Chamberí,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440622,4475783,false,false
2024S029312,2024-10-20,13:20:00,"AVDA. MANZANARES, 178",178,11,Carabanchel,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,440022,4471880,false,false
2024S029312,2024-10-20,13:20:00,"AVDA. MANZANARES, 178",178,11,Carabanchel,Atropello a persona,Despejado,Bicicleta,Peatón,Menor de 5 años,Hombre,,,440022,4471880,false,false
2024S029320,2024-10-19,21:45:00,CALL. SILVA / CALL. SAN BERNARDO,1,1,Centro,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439911,4474675,false,false
2024S029346,2024-10-20,22:10:00,"AVDA. PESETA, 30",30,11,Carabanchel,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,435330,4468304,false,false
2024S029355,2024-10-21,07:00:00,AVDA. GENERAL PERON / aviador zorita,8,6,Tetuán,Colisión frontal,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,440802,4478211,false,false
2024S029429,2024-10-22,03:35:00,CALL. HUERTAS / CALL. JESUS,71,1,Centro,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,2,Ingreso inferior o igual a 24 horas,440980,4473831,false,false
2024S029479,2024-10-22,18:35:00,CALL. MATEO INURRIA / INTER. PLAZA DE CASTILLA,1,5,Chamartín,Colisión fronto-lateral,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,441593,4479756,false,false
2024S029515,2024-10-23,00:03:00,CALL. ATOCHA / Anbtónb Martín,61,1,Centro,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,,,440657,4473780,false,false
2024S029561,2024-10-23,14:35:00,"CALL. O'DONNELL, 50",50,3,Retiro,Caída,Nublado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443019,4474729,false,false
2024S029565,2024-10-23,18:24:00,"CALL. ALCALA, 48",48,1,Centro,Atropello a persona,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,441007,4474479,false,false
2024S029565,2024-10-23,18:24:00,"CALL. ALCALA, 48",48,1,Centro,Atropello a persona,Despejado,Bicicleta,Peatón,De 35 a 39 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,441007,4474479,false,false
2024S029574,2024-10-23,17:20:00,CALL. MEZQUITA / CMNO. PERALES,3,12,Usera,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,1,Atención en urgencias sin posterior ingreso,441593,4469431,false,false
2024S029578,2024-10-23,19:37:00,"CALL. ARTURO SORIA, 253",253,15,Ciudad Lineal,Alcance,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443497,4479795,false,false
2024S029582,2024-10-23,18:30:00,CALL. COBRE / CALL. GRANITO,3,2,Arganzuela,Colisión lateral,Despejado,Bicicleta,Conductor,De 10 a 14 años,Mujer,1,Atención en urgencias sin posterior ingreso,441496,4471717,false,false
2024S029586,2024-10-23,21:20:00,PASEO. RECOLETOS / PLAZA. COLON,43,1,Centro,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,441412,4475135,false,false
2024S029664,2024-10-24,18:36:00,"CALL. SANTA ISABEL, 44",44,1,Centro,Atropello a persona,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,1,Atención en urgencias sin posterior ingreso,440825,4473519,false,false
2024S029664,2024-10-24,18:36:00,"CALL. SANTA ISABEL, 44",44,1,Centro,Atropello a persona,Despejado,Bicicleta,Peatón,Menor de 5 años,Hombre,14,Sin asistencia sanitaria,440825,4473519,false,false
2024S029676,2024-10-25,01:51:00,"CALL. ALCALA, 351",351,15,Ciudad Lineal,Colisión múltiple,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,,,445204,4476141,false,false
2024S029710,2024-10-25,14:40:00,GTA. GENERAL ALVAREZ DE CASTRO / CALL. GARCIA DE PAREDES,2,7,Chamberí,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440388,4476510,false,false
2024S029755,2024-10-26,01:30:00,"CUSTA. SAGRADO CORAZON, 2",2,5,Chamartín,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,2,Ingreso inferior o igual a 24 horas,443124,4479719,false,false
2024S029803,2024-10-26,14:30:00,GTA. EMBAJADORES / CALL. EMBAJADORES,1,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,440378,4472954,false,false
2024S029810,2024-10-26,17:20:00,"CALL. SAN MARIO, 18",18,12,Usera,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,441204,4469697,false,false
2024S029825,2024-10-26,20:18:00,RONDA. VALENCIA / CALL. BERNARDINO OBREGON,5,2,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440519,4472991,false,false
2024S029872,2024-10-27,06:35:00,"CALL. DUQUE DE FERNAN NUÑEZ, 1",1,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441603,4473465,false,false
2024S029877,2024-10-27,08:20:00,AVDA. DAROCA / CALL. LAGO CONSTANZA,2,15,Ciudad Lineal,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,445300,4475258,false,false
2024S029895,2024-10-27,16:15:00,PQUE. RETIRO / PASEO FERNAN NUÑEZ FAROLA 8,0,3,Retiro,Atropello a persona,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,442347,4473507,false,false
2024S029895,2024-10-27,16:15:00,PQUE. RETIRO / PASEO FERNAN NUÑEZ FAROLA 8,0,3,Retiro,Atropello a persona,Despejado,Bicicleta,Peatón,De 35 a 39 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,442347,4473507,false,false
2024S029929,2024-10-26,13:50:00,BULEVAR JOSE PRAT,29C,19,Vicálvaro,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,1,Atención en urgencias sin posterior ingreso,447439,4472025,false,false
2024S029956,2024-10-28,13:00:00,AVDA. POBLADOS / CALL. VIA LUSITANA,45,11,Carabanchel,Colisión lateral,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,,,437645,4469457,false,false
2024S030007,2024-10-29,02:56:00,"CALL. OCA, 9",9,11,Carabanchel,Caída,Nublado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437787,4471194,true,false
2024S030055,2024-10-29,16:00:00,CALL. FRANCISCO VILLAESPESA / CALL. HERMANOS MACHADO,69,15,Ciudad Lineal,Caída,Lluvia débil,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,445491,4475626,false,false
2024S030068,2024-10-29,21:05:00,"CALL. FERNANDEZ DE LOS RIOS, 10",10,7,Chamberí,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 21 a 24 años,Hombre,,,440185,4476272,false,false
2024S030082,2024-10-29,21:50:00,CALL. SANTA ENGRACIA / CALL. ELOY GONZALO,71,7,Chamberí,Colisión fronto-lateral,,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,,,440750,4476230,false,false
2024S030125,2024-10-30,14:19:00,"CALL. ATOCHA, 5 SUBTERRANEO 00 T-ATM 040",5,1,Centro,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 65 a 69 años,Hombre,3,Ingreso superior a 24 horas,440123,4474045,false,false
2024S030202,2024-10-31,14:07:00,CALLE PINTOR LUCIO MUÑOZ FAROLA 2,1,16,Hortaleza,Colisión lateral,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,3,Ingreso superior a 24 horas,444012,4481822,false,false
2024S030215,2024-10-31,14:20:00,"PLAZA. EMPERADOR CARLOS V, 10",10,1,Centro,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441237,4473341,false,false
2024S030313,2024-11-01,10:30:00,"CALL. SANCHEZ PACHECO, 76",76,5,Chamartín,Colisión lateral,Nublado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,443165,4477703,false,false
2024S030383,2024-11-02,01:10:00,"AVDA. VEINTICINCO DE SEPTIEMBRE, 12",12,20,San Blas - Canillejas,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,446911,4477531,false,false
2024S030403,2024-11-02,12:30:00,"LOCALIZACION GPS GOOGLE MAPS (40,380838)  (-3,810105)",57,10,Latina,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,3,Ingreso superior a 24 horas,431142,4470421,false,false
2024S030404,2024-11-02,13:15:00,"CALL. ALCALA, 44",44,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440931,4474456,false,false
2024S030407,2024-11-02,14:40:00,CALL. CASTIELLO DE JACA / CALL. ISABEL COLBRAND,18,8,Fuencarral - El Pardo,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442514,4484547,false,false
2024S030418,2024-11-02,16:55:00,CALL. PRADO / PLAZA. EMPERADOR CARLOS V,34,1,Centro,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,441237,4473597,false,false
2024S030453,2024-11-02,05:30:00,"CALL. LUCHANA, 21",21,7,Chamberí,Colisión frontal,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,2,Ingreso inferior o igual a 24 horas,440606,4475769,true,false
2024S030499,2024-11-02,10:05:00,CALL. CANTALEJO / CALL. ARROYOFRESNO,1,8,Fuencarral - El Pardo,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,437102,4480794,false,false
2024S030499,2024-11-02,10:05:00,CALL. CANTALEJO / CALL. ARROYOFRESNO,1,8,Fuencarral - El Pardo,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,437102,4480794,false,false
2024S030589,2024-11-04,20:30:00,AVDA. POBLADOS / AUTOV. A-42,88,11,Carabanchel,Caída,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,438874,4469582,false,false
2024S030592,2024-11-04,21:25:00,"CALL. DOCTOR ESQUERDO, 130",130,3,Retiro,Caída,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443124,4473182,false,false
2024S030618,2024-11-05,11:30:00,"CTRA. VILLAVERDE A VALLECAS, 234A",234A,18,Villa De Vallecas,Colisión frontal,Nublado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1,Atención en urgencias sin posterior ingreso,444528,4468685,false,false
2024S030618,2024-11-05,11:30:00,"CTRA. VILLAVERDE A VALLECAS, 234A",234A,18,Villa De Vallecas,Colisión frontal,Nublado,Bicicleta,Conductor,Más de 74 años,Hombre,14,Sin asistencia sanitaria,444528,4468685,false,false
2024S030666,2024-11-06,08:20:00,"CALL. GARGANTILLA, 15",15,2,Arganzuela,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,440198,4472233,false,false
2024S030719,2024-11-06,16:15:00,CALL. SANCHEZ PACHECO / CALL. NIEREMBERG,55,5,Chamartín,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,443023,4477661,false,false
2024S030744,2024-11-06,22:00:00,"AVDA. ALBUFERA, 1",1,13,Puente De Vallecas,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,443243,4472201,false,false
2024S030787,2024-11-07,15:45:00,CALL. GASOMETRO / RONDA. TOLEDO,1,2,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,,,439898,4473055,false,false
2024S030791,2024-11-07,16:00:00,"CALL. CARMEN DE BURGOS, 4",4,17,Villaverde,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,441848,4467662,false,false
2024S030833,2024-11-07,20:37:00,CALL. ARTURO SORIA / CALL. SAGRADOS CORAZONES,251,15,Ciudad Lineal,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,443477,4479794,false,false
2024S030958,2024-11-09,10:15:00,CALL. AZCONA / CALL. FRANCISCO SILVELA,4,4,Salamanca,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,442997,4476033,false,false
2024S030978,2024-11-09,16:20:00,"CALL. VIA LUSITANA, 5",5,11,Carabanchel,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,438508,4470314,false,false
2024S031000,2024-11-09,20:20:00,"CALL. TOLEDO, 69",69,1,Centro,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,,,439872,4473604,false,false
2024S031061,2024-11-10,12:20:00,"CALL. LOPEZ DE HOYOS, 21",21,5,Chamartín,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441964,4476646,false,false
2024S031062,2024-11-10,12:40:00,PASEO. CASTELLANA / CALL. SOR ANGELA DE LA CRUZ,141,6,Tetuán,Colisión lateral,Nublado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441486,4478982,false,false
2024S031067,2024-11-10,15:10:00,"AVDA. LOS ROSALES, 95",95,17,Villaverde,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,442151,4467910,false,false
2024S031092,2024-11-10,20:20:00,PASEO. RECOLETOS / CALL. RECOLETOS,14,4,Salamanca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,441342,4474867,false,false
2024S031097,2024-11-10,22:20:00,CALL. QUINTANA / CALL. FERRAZ,18,9,Moncloa - Aravaca,Colisión fronto-lateral,,Bicicleta EPAC (pedaleo asistido),Conductor,Desconocido,Desconocido,,,439055,4475445,false,false
2024S031126,2024-11-11,12:20:00,"CMNO. CASA DE VACAS, 0",0,9,Moncloa - Aravaca,Caída,Despejado,Bicicleta,Conductor,De 35 a 39 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,436733,4476911,false,false
2024S031131,2024-11-11,15:05:00,CALL. BRAVO MURILLO / GTA. CUATRO CAMINOS,107,6,Tetuán,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440306,4477714,false,false
2024S031193,2024-11-12,08:20:00,"PASEO. CASTELLANA, 109",109,6,Tetuán,Atropello a persona,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,441460,4478573,false,false
2024S031193,2024-11-12,08:20:00,"PASEO. CASTELLANA, 109",109,6,Tetuán,Atropello a persona,Despejado,Bicicleta,Peatón,De 18 a 20 años,Hombre,14,Sin asistencia sanitaria,441460,4478573,false,false
2024S031209,2024-11-12,11:50:00,CALL. CESAR MANRIQUE / CALL. CHANTADA,15,8,Fuencarral - El Pardo,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,438915,4480592,false,false
2024S031220,2024-11-12,14:20:00,"CALL. PUERTO DE LA CRUZ VERDE, 14",14,2,Arganzuela,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,441704,4470936,false,false
2024S031409,2024-11-14,18:20:00,"CALL. HIERRO, 6B",6B,2,Arganzuela,Caída,Nublado,Bicicleta,Conductor,De 25 a 29 años,Mujer,1,Atención en urgencias sin posterior ingreso,441367,4471381,false,false
2024S031409,2024-11-14,18:20:00,"CALL. HIERRO, 6B",6B,2,Arganzuela,Caída,Nublado,Bicicleta,Peatón,De 50 a 54 años,Hombre,14,Sin asistencia sanitaria,441367,4471381,false,false
2024S031421,2024-11-14,20:15:00,CALL. TEMBLEQUE / CALL. MAQUEDA,4,10,Latina,Caída,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,435209,4471517,false,false
2024S031435,2024-11-15,02:30:00,"CALL. ALCALA, 27",27,1,Centro,Colisión fronto-lateral,Nublado,Bicicleta,Conductor,De 25 a 29 años,Hombre,,,440728,4474403,false,false
2024S031457,2024-11-15,11:00:00,"CALL. FRANCISCO DEL PINO, 40",40,17,Villaverde,Atropello a persona,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,14,Sin asistencia sanitaria,441616,4466844,false,false
2024S031457,2024-11-15,11:00:00,"CALL. FRANCISCO DEL PINO, 40",40,17,Villaverde,Atropello a persona,Despejado,Bicicleta,Peatón,Más de 74 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,441616,4466844,false,false
2024S031473,2024-11-15,15:46:00,"PASEO. CHOPERA, 12",12,2,Arganzuela,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,440722,4471477,false,false
2024S031483,2024-11-15,19:00:00,"AVDA. OPORTO, 4",4,11,Carabanchel,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,439010,4470763,true,false
2024S031497,2024-11-15,20:20:00,AUTOV. M-500 PK3.500 SALIDA (PUERTA PRINCIPAL CLUB DE CAMPO),0,9,Moncloa - Aravaca,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 18 a 20 años,Hombre,1,Atención en urgencias sin posterior ingreso,436723,4476993,false,false
2024S031499,2024-11-15,21:05:00,"AVDA. FRANCISCO JAVIER SAENZ DE OIZA, 1",1,16,Hortaleza,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,2,Ingreso inferior o igual a 24 horas,445528,4482575,false,false
2024S031520,2024-11-15,20:40:00,"CALL. ALCALA, 510",510,20,San Blas - Canillejas,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,446961,4476930,false,false
2024S031559,2024-11-16,07:15:00,"CALL. EDUARDO BARREIROS, 102",102,17,Villaverde,Colisión frontal,Despejado,Bicicleta,Conductor,De 18 a 20 años,Hombre,3,Ingreso superior a 24 horas,440611,4468347,false,false
2024S031572,2024-11-16,13:00:00,CMNO. ROMEROS / PASEO. AZUL,0,9,Moncloa - Aravaca,Colisión frontal,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,438136,4474620,false,false
2024S031572,2024-11-16,13:00:00,CMNO. ROMEROS / PASEO. AZUL,0,9,Moncloa - Aravaca,Colisión frontal,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,438136,4474620,false,false
2024S031575,2024-11-16,14:15:00,GTA. EDIMBURGO / CALL. VIA DE DUBLIN,1,21,Barajas,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Más de 74 años,Mujer,3,Ingreso superior a 24 horas,447094,4479992,false,false
2024S031595,2024-11-16,21:10:00,"CALL. MAGDALENA, 25",25,1,Centro,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,440556,4473762,false,false
2024S031599,2024-11-16,23:16:00,"CALL. SEPULVEDA, 3",3,10,Latina,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,438424,4473301,false,false
2024S031665,2024-11-17,14:32:00,"CALL. LUISA FERNANDA, 11",11,9,Moncloa - Aravaca,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,2,Ingreso inferior o igual a 24 horas,439372,4475299,false,false
2024S031666,2024-11-17,14:30:00,"CALL. JOSE ORTEGA Y GASSET, 45",45,4,Salamanca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,442473,4475715,false,false
2024S031703,2024-11-18,00:00:00,CALL. GRAN VIA / PLAZA. CALLAO,44,1,Centro,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440141,4474643,false,false
2024S031710,2024-11-17,12:57:00,"CALL. ALCALA, 50",50,3,Retiro,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,441299,4474541,false,false
2024S031749,2024-11-18,16:25:00,CALL. ARROYOFRESNO / AVDA. FUENTELARREYNA,18,9,Moncloa - Aravaca,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,436960,4480638,false,false
