centro_codigo;centro_nombre;centro_tipo_codigo;centro_tipo_desc_abreviada;centro_tipo_descripcion;centro_titularidad;centro_titular;nif_titular;nif_centro;dat_codigo;dat_nombre;direccion_via_tipo;direccion_via_nombre;direccion_numero;direccion_codigo_postal;municipio_codigo;municipio_nombre;distrito_codigo;distrito_nombre;contacto_telefono1;contacto_telefono2;contacto_telefono3;contacto_telefono4;contacto_fax;contacto_web;contacto_email1;contacto_email2;direccion_coor_x;direccion_coor_y;situación;fecha_constitución
28079564;NEMOMARLIN BARAJAS;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELAS INFANTILES NATXA MANCHERO, S.L.;****2959*;;5;Madrid-Capital;CALLE;de la Playa de Aro (locales 1 y 2);5;28042;079;Madrid;21;Barajas;630362644;677123275;911520470;;;http://www.escuelanemomarlin.com/escuelas/barajas;barajas@escuelanemomarlin.com;;449983;4480367;ALTA;2019-05-23
28079576;SUEÑOS;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;NAVALSUEÑOS, S.L.;****5958*;;2;Madrid-Sur;CALLE;MARIANO GONZALEZ;41;28600;096;Navalcarnero;;;606548531;;;;;;garcia.gomez@hotmail.es;;413850;4459783;ALTA;2019-06-03
28079588;MEDAC MADRID;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;CENTRO DE F.P. EN EL DEPORTE Y LA SALUD 2015, S.L.;****8568*;;1;Madrid-Norte;AVDA;de la Sierra;24;28701;134;San Sebastián de los Reyes;;;919906628;674211596;;;;http://medac.es/;noelia.jouve@medac.es;madrid.sanse@medac.es;446323;4488734;ALTA;2019-06-07
28079591;ACADEF GUADARRAMA;220;CAU ENS. DEP. GM/SUP;CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS GRADO MEDIO Y SUPERIOR;PRIVADO;ACADEF FÚTBOL, S.L.;****7425*;;4;Madrid-Oeste;CALLE;Santa Emilia;20;28430;068;Guadarrama;;;;;;;;;;;413146;4498455;ALTA;2019-06-21
28079606;INAV FP;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;SIENA EDUCACION, S.A.;****4998*;;5;Madrid-Capital;AVDA;MORATALAZ;178;28030;079;Madrid;14;Moratalaz;697592528;918280149;;;;http://www.inav.es/fp;admision.fp@inav.es;;445375;4473289;ALTA;2019-06-25
28079618;NEMOMARLIN MOSTOLES;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ANKALE EDUCACION, S.L.;****3278*;;2;Madrid-Sur;AVDA;de la Vía Láctea;40;28938;092;Móstoles;;;660329673;;;;;;mostoles@escuelanemomarlin.com;;426538;4462050;ALTA;2019-07-04
28079621;ANTONIO MERCERO;003;EEI;ESCUELA INFANTIL;PÚBLICO;AYUNTAMIENTO;****7900*;;5;Madrid-Capital;AVDA;de Valladolid;49B;28008;079;Madrid;09;Moncloa-Aravaca;;;;;;http://www.educa.madrid.org/eei.antoniomercero.madrid;eei.antoniomercero.madrid@educa.madrid.org;;437937;4475696;ALTA;2019-07-04
28079631;CEP CVE VILLANUEVA;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;FUNDACION EDUCAR PARA EL FUTURO;****5774*;;4;Madrid-Oeste;CALLE;Alameda;1;28229;177;Villanueva del Pardillo;;;639563320;638287215;616775834;;;cep.cve.es;info@colegiovirgendeeuropa.edu.es;coordina.cep@colegiovirgendeeuropa.edu.es;418297;4482322;ALTA;2019-07-05
28079643;BICHITOS;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELA INFANTIL BICHITOS, S.L.;****3657*;;2;Madrid-Sur;CALLE;Cooperación;s/n;28922;007;Alcorcón;;;616388231;;;;;;laura.guerrero@eibichitos.com;laura.guerrero@drysys.net;429417;4464458;ALTA;2019-07-18
28079655;LOS DUENDES DE ATIS;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;BEATRIZ ALVAREZ OLIVENZA;***1025**;;1;Madrid-Norte;CALLE;Toledo;5;28701;134;San Sebastián de los Reyes;;;;;;;;;;;447067;4488865;BAJA;2019-07-18
28079667;TIERRA LALA;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESPACIOS TIERRA LALA, S.L.;****7440*;;5;Madrid-Capital;CALLE;MOSCATELAR;21;28043;079;Madrid;16;Hortaleza;625712267;;;;;;info@tierralala.com;;444921;4478499;ALTA;2019-07-18
28079679;INNOVACION EN FORMACION PROFESIONAL II;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;CENTRO DE ALTOS ESTUDIOS INTERNACIONALES, S.L.;****4692*;;5;Madrid-Capital;CALLE;de Alcalá;472;28027;079;Madrid;20;San Blas-Canillejas;910490928;;;;;;gemmapilar.lorenzo@ifp.es;secretaria.alcala@ifp.es;446351;4476694;ALTA;2019-07-25
28079680;ELLALUNA AMERICAN SCHOOL (EEUU);094;CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;ELLALUNA SOCIEDAD COOPERATIVA MADRILEÑA;****1552*;;5;Madrid-Capital;CALLE;de Pandora;23;28037;079;Madrid;20;San Blas-Canillejas;627485207;;;;;;ellaluna.americanschool@gmail.com;;447783;4476766;ALTA;2019-07-26
28079692;SENBAZURU AGILE LEARNING CENTER;094;CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;ASOCIACION ORIGAMI: APRENDIZAJE Y DESARROLLO;****8134*;;4;Madrid-Oeste;CTRA;M-608;11;;023;Boalo, El;;;687810309;;;;;;info@origamiforchange.org;;423954;4507513;ALTA;2019-07-26
28079709;NEMOMARLIN ARROYO DEL FRESNO;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELAS NORMAD, S.L.;****3621*;;5;Madrid-Capital;CALLE;del Arroyo del Monte;53;28035;079;Madrid;08;Fuencarral-El Pardo;916130180;;;;;;arroyofresno@escuelanemomarlin.com;;438285;4482267;ALTA;2019-07-26
28079710;LA ESTRELLA INFANTIL III;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;EL PINAR INFANTIL, S.L.;****4713*;;5;Madrid-Capital;CALLE;de Rafael Salazar Alonso;17;28007;079;Madrid;03;Retiro;636492506;;;;;www.estrellainfantil.com;info@estrellainfantil.com;;443352;4474086;ALTA;2019-09-11
28079722;ACADEF FUTBOL ALCALA;220;CAU ENS. DEP. GM/SUP;CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS GRADO MEDIO Y SUPERIOR;PRIVADO;ACADEF FÚTBOL, S.L.;****7425*;;3;Madrid-Este;CALLE;Cogolludo;S/N;28805;005;Alcalá de Henares;;;;;;;;;;;;;BAJA;2019-09-13
28079734;ACADEF FP ALCALA;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;ACADEF FÚTBOL, S.L.;****7425*;;3;Madrid-Este;CALLE;Cogolludo;S/N;28805;005;Alcalá de Henares;;;;;;;;;;;471592;4483074;ALTA;2019-09-12
28079746;ACADEF FP ALCORCON;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;ACADEF FÚTBOL, S.L.;****7425*;;2;Madrid-Sur;AVDA;los Castillos;1;28925;007;Alcorcón;;;;;;;;;;;431039;4467987;ALTA;2019-09-13
28079758;ACADEF FP COLMENAR;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;ACADEF FÚTBOL, S.L.;****7425*;;1;Madrid-Norte;AVDA;de Juan Pablo II;13;28770;045;Colmenar Viejo;;;;;;;;;;;433451;4499646;ALTA;2019-09-13
28079761;LYCEUM MADRID;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;ESPECIALISTAS EN FORMACION DE CALIDAD LYCEUM, S.L.;****3387*;;5;Madrid-Capital;CALLE;de Salcedo;10;28034;079;Madrid;08;Fuencarral-El Pardo;983367116;644369820;;;;http://www.lyceumformacion.com;contacto@lyceumformacion.com;;441351;4482335;ALTA;2019-09-13
28079771;MARÍA DOLORES PRADERA;187;E MUN. MUS-DANZA;ESCUELA MUNICIPAL DE MÚSICA Y DANZA;PÚBLICO;AYUNTAMIENTO;****7900*;;5;Madrid-Capital;CALLE;de la Farmacia;13;28004;079;Madrid;;;;;;;;;;;440706;4475039;ALTA;2019-09-11
28079783;LITTLE KIDS;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;INICIATIVAS EDUCATIVAS FUENTE CISNEROS, S.L.;****8893*;;2;Madrid-Sur;CALLE;Fuente Cisneros;78;28922;007;Alcorcón;;;;;;;;;;;427296;4465688;BAJA;2019-09-19
28079795;GLOBAL COLLEGE;045;CPR ES;CENTRO PRIVADO DE EDUCACIÓN SECUNDARIA;PRIVADO;PROYECTO THE GLOBAL COLLEGE, S.L. UNIPERSONAL;****6464*;;5;Madrid-Capital;CALLE;de Castellón de la Plana;8;28006;079;Madrid;05;Chamartín;;;;;;;;;441991;4476813;ALTA;2019-09-19
28079801;MIS PRIMEROS PASOS;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;IRENE CALAHORRO SANCHEZ;***7828**;;2;Madrid-Sur;CALLE;Faisanes, c/v a c/Alejandro Sureda, 27;27;28300;013;Aranjuez;;;634549489;;;;;;centroinfantilmisprimerospasos@gmail.com;;447256;4430850;ALTA;2019-09-23
28079813;CENAFE BALONCESTO;220;CAU ENS. DEP. GM/SUP;CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS GRADO MEDIO Y SUPERIOR;PRIVADO;CENAFE ESCUELAS S.L. UNIPERSONAL;****1482*;;5;Madrid-Capital;CALLE;del Guadalquivir;9;28002;079;Madrid;05;Chamartín;;;;;;;;;441719;4477558;ALTA;2019-10-17
28079825;COLEGIO MADRID;013;CPR PRI;CENTRO PRIVADO DE EDUCACIÓN PRIMARIA;PRIVADO;ELMARMAREL ESCUELAS,  S..L.;****9483*;;5;Madrid-Capital;CALLE;de Arturo Soria;147;;079;Madrid;15;Ciudad Lineal;913455343;;;;;www.madridcolegio.es;secretariaprimaria@colegio-madrid.es;elena.florez@colegio-madrid.es;444393;4478415;BAJA;2019-10-07
28079837;BRITISH CORNER NURSERY SCHOOL;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;BLOOM S&A S.L;****2225*;;2;Madrid-Sur;CALLE;Liverpool;15;28922;007;Alcorcón;;;680199663;910665834;;;;;info@britishcorner.es;;428529;4466301;ALTA;2019-10-09
28079849;CENTRO DE ESTUDIOS TECNOLOGICOS ALCOBENDAS;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;CENTRO DE ESTUDIOS TECNOLOGICOS ALCOBENDAS S.L.;****7767*;;1;Madrid-Norte;CTRA;del Goloso KM 3,780;;;006;Alcobendas;;;699718510;;;;;;gonzalomaria.colino@medac.es;jefatura@cetafp.es;443570;4489086;ALTA;2019-10-22
28079850;LIGHTHOUSE AMERICAN SCHOOL (EEUU);094;CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;LIGHTHOUSE AMERICAN SCHOOL, S.L.;****8331*;;5;Madrid-Capital;CMNO;de la Zarzuela;42;28023;079;Madrid;09;Moncloa-Aravaca;915456851;605446451;;;;www.lighthouseamericanschool.com;admissions@lighthouseamericanschool.com;secretary@lighthouseamericanschool.com;432881;4480216;ALTA;2019-11-21
28079862;ESCUELA DE MUSICA COLEGIO FUENTELARREYNA;137;CAU EL MUS;CENTRO AUTORIZADO ELEMENTAL DE MÚSICA;PRIVADO;FUENTE LA REINA, 82, SOCIEDAD COOPERATIVA MADRILEÑA;****0534*;;5;Madrid-Capital;CALLE;de Ramón Gómez de la Serna;24;28035;079;Madrid;08;Fuencarral-El Pardo;913732328;913732328;;;;;crector@colegiofuentelarreyna.org;direccion.musica@colegiofuentelarreyna.org;438189;4481744;ALTA;2019-11-26
28079874;MOONLIGHT INTERNACIONAL SCHOOL (EEUU);094;CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;PAULA LEON NUÑEZ;***8920**;;3;Madrid-Este;CALLE;Nuestra Señora de Belvis;10;28860;104;Paracuellos de Jarama;;;639362868;915273368;;;;www.moonlightschool.es;direccion@moonlightschool.es;paulalenu@hotmail.com;457127;4483452;ALTA;2019-11-28
28079886;RICHMOND PARK SCHOOL (BRITANICO);094;CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;RICHMOND PARK SCHOOL, S.L. UNIPERSONAL;****0511*;;5;Madrid-Capital;CALLE;de Nuria;95;28034;079;Madrid;08;Fuencarral-El Pardo;919191240;677257868;;;;http://www.richmondpark.school;info@richmondpark.school;contabilidad@richmondpark.school;439482;4483117;ALTA;2019-12-10
28079898;NUEVA VIDA 2;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;LUCIANO CORCHERO, S.L.;****7396*;;5;Madrid-Capital;CALLE;de los Urquiza;38;28017;079;Madrid;15;Ciudad Lineal;617554927;695475697;617554927;;;;escuelainfantil.nuevavida@gmail.com;;445302;4475891;ALTA;2020-01-20
28079904;UP! KIDS SCHOOL;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;UNIDAD PSICOEDUCATIVA,SL;****2953*;;5;Madrid-Capital;RONDA;de Sobradiel;68;28043;079;Madrid;16;Hortaleza;630081809;913487131;;;;https://www.upkidsschool.com;direction@upkidsschool.es;info@upkidsschool.es;445484;4478454;ALTA;2019-12-20
28079916;INSTITUTO SUPERIOR FP SANITARIA CLAUDIO GALENO SAN SEBASTIAN DE LOS REYES;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;SYF GALENUS CENTER, S.L.;****2767*;;1;Madrid-Norte;AVDA;de la Fuente Nueva;5;28703;134;San Sebastián de los Reyes;;;;;;;;;leo.amoros@fpclaudiogaleno.es;secretaria.ss@fpclaudiogaleno.es;448163;4488743;ALTA;2020-01-20
28079928;VERMONT ACADEMY AT LICEO EUROPEO (EE.UU.);094;CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;VERMONT ACADEMY;*****1000;;1;Madrid-Norte;CALLE;del Camino Sur;10-12;28109;006;Alcobendas;;;;;;;;;;;445572;4484709;ALTA;2020-01-29
28079931;TOPOCHITOS III;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;TOPOCHITOS, S.L.;****4160*;;5;Madrid-Capital;CALLE;del Concejal Victorino Granizo;81;28052;079;Madrid;19;Vicálvaro;652319567;;;;;;Info@topochitos.com;;452239;4472490;ALTA;2020-01-29
28079941;EL NIDO DE PANGEA;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;PANGEA ESCUELA VIVA, S.L.;****6468*;;4;Madrid-Oeste;CALLE;de Santiago Apóstol;9;28270;044;Colmenarejo;;;618819338;918423188;;;;;info@escuelapangea.com;pangeaescuela@gmail.com;414384;4490784;BAJA;2020-01-29
28079953;LIDER SYSTEM FP ALCORCON;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;LIDER SYSTEM ACADEMY, S.L.;****7167*;;2;Madrid-Sur;CALLE;la Huerta;18;28921;007;Alcorcón;;;;;;;;;;;430011;4466346;ALTA;2020-02-04
28079965;ALBA;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;GUARINFANCIA, S.L. UNIPERSONAL;****3715*;;5;Madrid-Capital;CALLE;de Cebreros;156;28011;079;Madrid;10;Latina;914793999;652919652;;;;www.escuelainfantilalba.com;guarinfancia@gmail.com;INFO@ESCUELAINFANTILALBA.COM;436020;4472710;ALTA;2020-02-10
28079977;ESPACIO AUPALE;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESPACIO AÚPALE, S.L.;****0359*;;1;Madrid-Norte;CALLE;María Blanchard;8;28702;134;San Sebastián de los Reyes;;;;;;;;;;;447223;4490382;BAJA;2020-02-10
28079989;MONTEVERDI;138;CAU PROF MUS;CENTRO AUTORIZADO PROFESIONAL DE MÚSICA;PRIVADO;NUEVO PICCOLO, S.A.;****0252*;;4;Madrid-Oeste;PASEO;Belmas;5;28400;047;Collado Villalba;;;918579300;;;;;;eofmonteverdi@gmail.com;info.monteverdi@britishmontessori.es;416199;4499231;ALTA;2020-02-17
28079990;CENTRO DE ESTUDIOS DE FORMACIÓN PROFESIONAL. UCJC, ALMAGRO;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;CENTRO DE ESTUDIOS UNIVERSITARIOS SEK, S.A.;****3694*;;5;Madrid-Capital;CALLE;de Almagro;25;28010;079;Madrid;07;Chamberí;918153131;;;;;https://www.ucjc.edu/formacion-profesional/;mretana@ucjc.edu;sfraile@ucjc.edu;441275;4475882;ALTA;2020-02-19
28080001;123 COACH;221;CAU ENS.DEP.G.M;CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS GRADO MEDIO;PRIVADO;DAVID MARTÍN-MAESTRO FERNÁNDEZ E IGNACIO ÁLVAREZ GARCÍA;***9084**;;1;Madrid-Norte;CALLE;de la Salvia;24;28109;006;Alcobendas;;;639959685;;;;;https://123coachacademy.com/;123coachacademy@gmail.com;;446494;4486480;ALTA;2020-03-03
28080013;LOS GARABATOS DE MONTESSORI POSITIVE BRITISH SCHOOL;094;CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;GARLEN FUTURA, S.L UNIPERSONAL;****6244*;;3;Madrid-Este;PASEO;de los Pinos (locales 28 y 37-1);2;28806;005;Alcalá de Henares;;;;;;;;;;;468282;4482027;BAJA;2020-02-19
28080025;JOSE PEDRO PEREZ LLORCA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****2626*;2;Madrid-Sur;CALLE;Planeta Mercurio;s/n;28983;106;Parla;;;914127381;636188538;;;;http://www.educa.madrid.org/ies.josepedroperezllorca.parla;ies.josepedroperezllorca.parla@educa.madrid.org;;435516;4452207;ALTA;2020-02-26
28080037;BLANCA FERNANDEZ OCHOA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****2627*;5;Madrid-Capital;CALLE;de Monasterio de El Paular;3;28049;079;Madrid;08;Fuencarral-El Pardo;919137048;680715136;;;;http://www.educa.madrid.org/ies.blancafdezochoa.madrid;ies.blancafdezochoa.madrid@educa.madrid.org;;439681;4483528;ALTA;2020-09-02
28080049;EXTENSION DE LA ESCUELA OFICIAL DE IDIOMAS DE COLLADO VILLALBA;081;EXEOI;EXTENSION ESCUELA OFICIAL DE IDIOMAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;;4;Madrid-Oeste;CALLE;Teresa Berganza;35;28200;131;San Lorenzo de El Escorial;;;918902246;;;;;http://www.educa.madrid.org/eoi.extcolladovillalba.sanlorenzo;eoi.extcolladovillalba.sanlorenzo@educa.madrid.org;;403946;4495077;ALTA;2020-02-24
28080050;TORCUATO FERNANDEZ MIRANDA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****2629*;2;Madrid-Sur;AVDA;de Francia;163;28939;015;Arroyomolinos;;;649551396;;;;;http://www.educa.madrid.org/ies.torcuatofdezmiranda.arroyomolinos;ies.torcuatofdezmiranda.arroyomolinos@educa.madrid.org;;421603;4459578;ALTA;2020-09-02
28080062;ESCUELA INFANTIL DELEGACION DE ECONOMIA Y HACIENDA;003;EEI;ESCUELA INFANTIL;PÚBLICO-TITULARIDAD PRIVADA;MINISTERIO DE HACIENDA;****6051*;;5;Madrid-Capital;CALLE;de la Poeta Ángela Figuera;s/n;28003;079;Madrid;07;Chamberí;915450565;915456567;654482513;;;;DEHMadridGuarderia@igae.hacienda.gob.es;rpadillar@igae.hacienda.gob.es;439469;4477394;ALTA;2020-03-04
28080074;ALARIA NUEVOS MINISTERIOS NURSERY SCHOOL;004;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO;ARCADIA CENTROS DE EDUCACION INFANTIL, S.L.;****1669*;;5;Madrid-Capital;CALLE;de Pablo Aranda;16;28006;079;Madrid;05;Chamartín;915612837;666450914;;;;http://www.alariaescuelasinfantiles.es;elvira@alariaescuelasinfantiles.es;info@alariaescuelasinfantiles.es;441951;4477016;ALTA;2020-03-12
28080086;ESCUELA SUPERIOR MUSICAL ARTS;139;CAU SU MUS;CENTRO AUTORIZADO SUPERIOR DE MÚSICA;PRIVADO;MUSIC & ACT ACADEMY, S.L.;****7513*;;5;Madrid-Capital;CALLE;de López de Hoyos;168;28002;079;Madrid;05;Chamartín;;;;;;;;;443184;4477549;ALTA;2020-05-19
28080098;CENTRO SUPERIOR DE DISEÑO Y ARTE DIGITAL;105;CAU SUP DISEÑO;CENTRO AUTORIZADO SUPERIOR DE DISEÑO;PRIVADO;CESO, S.A.;****2772*;;5;Madrid-Capital;CALLE;de Mar Adriático;11;28033;079;Madrid;16;Hortaleza;;;;;;;;;445686;4480355;ALTA;2020-05-19
28080104;EXTENSION DE LA ESCUELA OFICIAL DE IDIOMAS DE RIVAS-VACIAMADRID;081;EXEOI;EXTENSION ESCUELA OFICIAL DE IDIOMAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;;3;Madrid-Este;CALLE;Mar de Alborán;1;28500;014;Arganda del Rey;;;918747939;;;;;http://www.educa.madrid.org/eoi.extrivas.arganda;eoi.extrivas.arganda@educa.madrid.org;;463266;4460684;ALTA;2020-02-24
28080116;BERNARDO DE GALVEZ;003;EEI;ESCUELA INFANTIL;PÚBLICO;MINISTERIO DE DEFENSA;****0147*;****0273*;5;Madrid-Capital;CTRA;M-607 Colmenar Viejo;K17,5;28790;079;Madrid;08;Fuencarral-El Pardo;;;;;;;;;439906;4489702;ALTA;2020-06-22
28080128;CENTRO ACADEMICO DE ENTRENADORES DE FUTBOL DE ALCOBENDAS;220;CAU ENS. DEP. GM/SUP;CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS GRADO MEDIO Y SUPERIOR;PRIVADO;ASOCIACION ACADEMICA DE ENTRENADORES DE FUTBOL;****9321*;;1;Madrid-Norte;CTRA;del Goloso;K3,78;28108;006;Alcobendas;;;;;;;;;;;443570;4489086;ALTA;2020-06-24
28080131;ULU;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELA INFANTIL ULU, S.L.;****0828*;;5;Madrid-Capital;CALLE;Andrés Torrejón;18;28014;079;Madrid;03;Retiro;689399565;;;;;;escuelainfantilulu@gmail.com;;442128;4473250;ALTA;2020-06-29
28080141;CENTRO INTEGRAL DE FORMACION PROFESIONAL A DISTANCIA IGNACIO ELLACURIA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****1466*;2;Madrid-Sur;CALLE;Institutos;s/n;28923;007;Alcorcón;;;914229511;;;;;http://www.educa.madrid.org/ies.ignacioellacuria.alcorcon;ies.ignacioellacuria.alcorcon@educa.madrid.org;;430416;4465623;ALTA;2020-11-18
28080153;VERDE LIMON;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;ESCUELA INFANTIL VERDE LIMON, S.L.;****8237*;;2;Madrid-Sur;CALLE;Cruz de la Sangre;29;28609;141;Sevilla la Nueva;;;;;;;;;;;412656;4467273;ALTA;2020-07-20
28080165;CE COMPLEJO EDUCATIVO CIUDAD ESCOLAR-SAN FERNANDO;300;EST ADMI;ESTABLECIMIENTO ADMINISTRATIVO;PÚBLICO;COMUNIDAD DE MADRID;****0001*;;5;Madrid-Capital;CTRA;M-607 Colmenar Viejo;12,8;28049;079;Madrid;08;Fuencarral-El Pardo;;;;;;http://www.educa.madrid.org/ce.cescolar-sfernando.madrid;ce.cescolar-sfernando.madrid@educa.madrid.org;;441939;4486204;ALTA;2020-07-21
28080177;MEDAC FUENLABRADA;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;CENTRO DE F.P. EN EL DEPORTE Y LA SALUD MALAGA 2015, S.L.;****8568*;;2;Madrid-Sur;CALLE;de Brasil;18;28946;058;Fuenlabrada;;;919 91 78;;;;;;madrid.fuenlabrada@medac.es;marta.moreno@medac.es;433360;4459580;ALTA;2020-07-23
28080189;INNOVALAND;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;MIGUEL ANGEL BOTIJA GOMEZ;***6302**;;2;Madrid-Sur;CALLE;de Abastos;170;28300;013;Aranjuez;;;686871299;639046689;918922638;;;www.innovaland.es;direccion@innovaland.es;info@innovaland.es;449212;4431407;ALTA;2020-08-11
28080190;ESCUELA INFANTIL SECURITAS DIRECT;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;SECURITAS DIRECT ESPAÑA, S.A. UNIPERSONAL;****0601*;;5;Madrid-Capital;CALLE;Rafael Boti;9;28023;079;Madrid;09;Moncloa-Aravaca;;;;;;;;;431280;4479621;BAJA;2020-08-11
28080207;CESUR OPEN SAN GABRIEL;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;CENTRO SUPERIOR DE FORMACION EUROPA SUR, S.A.;****9484*;;3;Madrid-Este;AVDA;de Pasionistas;10;28806;005;Alcalá de Henares;;;910053936;918192018;;;;www.cesurformacion.com;cesuropen@cesurformacion.com;raquel.martinez@cesurformacion.com;467073;4484254;ALTA;2020-09-08
28080219;GUZMAN EL BUENO II;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;COLEGIO GUZMAN EL BUENO, S.L.;****0126*;;5;Madrid-Capital;CALLE;del Pez Volador (Real Canoe Natación Club);30;28007;079;Madrid;03;Retiro;914150495;;;;;www.guzmanelbueno.es;secretaria@guzmanelbueno.es;;443593;4473866;ALTA;2020-09-08
28080220;SEK INTERNATIONAL SPORTS ACADEMY;221;CAU ENS.DEP.G.M;CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS GRADO MEDIO;PRIVADO;SEK EL CASTILLO, S.L.;****3671*;;4;Madrid-Oeste;CALLE;Castillo de Alarcon;49;28692;176;Villanueva de la Cañada;;;;;;;;;;;420228;4480407;ALTA;2020-09-08
28080232;ANA DE MENDOZA;035;CEPA.EP;CENTRO PÚBLICO DE EDUCACIÓN ADULTOS ESTABLECIMIENTOS PENITENCIARIOS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****1469*;3;Madrid-Este;;Carretera M-241;km5,7;28595;055;Estremera;;;913106800;913106800;;;;http://www.educa.madrid.org/cepa.estremera;cepa.estremera@educa.madrid.org;;493529;4440403;ALTA;2020-11-18
28080244;FP ANA LAZARO;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;COORDINACIÓN Y ORIENTACIÓN PARA LA EMPRESA, S.L.;****2567*;;2;Madrid-Sur;CALLE;Estoril;1 y 3;28936;092;Móstoles;;;;;;;;;;;427813;4464193;BAJA;2020-09-17
