num_expediente,fecha_hora,localizacion,cod_distrito,distrito,tipo_accidente,estado_meteorol贸gico,wktGeometry,positiva_alcohol,positiva_droga,peaton_involucrado,vehiculos_involucrados,lesividad,nivel_lesividad
2025S093179,2025-08-18T18:50:00+01:00,CALL. O'DONNELL / CALL. DOCTOR ESQUERDO,4,SALAMANCA,Alcance,Se desconoce,POINT(-3.66839288783 40.4211147995),false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S093192,2025-08-18T20:30:00+01:00,CALL. EMBAJADORES,2,ARGANZUELA,Choque contra obst谩culo fijo,Despejado,POINT(-3.68704818334 40.3835637489),false,false,false,Turismo,Atenci贸n en urgencias sin posterior ingreso,6
2025S093194,2025-08-18T17:00:00+01:00,CALL. ALCALDE SAINZ DE BARANDA,3,RETIRO,Choque contra obst谩culo fijo,,POINT(-3.67527071949 40.4169576977),false,false,false,"Bicicleta, Turismo",Sin asistencia sanitaria,1
2025S093199,2025-08-18T21:23:00+01:00,CALL. MARTINEZ OVIOL,17,VILLAVERDE,Atropello a persona,Nublado,POINT(-3.68828587449 40.3500514558),false,false,true,Todo terreno,Sin asistencia sanitaria,1
2025S093200,2025-08-18T06:50:00+01:00,CALL. ALONSO CANO,7,CHAMBER脥,Choque contra obst谩culo fijo,Despejado,POINT(-3.69751367264 40.4410058708),false,false,false,Cami贸n r铆gido,Desconocido,5
2025S093258,2025-08-18T13:40:00+01:00,AUTOV. M-500 / PLAZA. REPUBLICA DE CHILE,9,MONCLOA-ARAVACA,Choque contra obst谩culo fijo,Despejado,POINT(-3.73477496788 40.4346128815),false,false,false,Turismo,Desconocido,5
2025S093273,2025-08-18T00:18:00+01:00,AVDA. AURORA BOREAL / CMNO. FUENTE DE ARRIBA,19,VIC脕LVARO,Choque contra obst谩culo fijo,,POINT(-3.61215790657 40.4020837419),false,false,false,Turismo,Desconocido,5
2025S093293,2025-08-18T22:10:00+01:00,CALL. DO脩A URRACA / CALL. JAIME VERA,10,LATINA,Colisi贸n fronto-lateral,Despejado,POINT(-3.72890249171 40.4126770482),false,false,false,"Turismo, VMU el茅ctrico",Sin asistencia sanitaria,1
2025S093294,2025-08-18T21:52:00+01:00,CALL. SIERRA DE LA DEMANDA / CALL. RIO CUERVO,18,VILLA DE VALLECAS,Ca铆da,Despejado,POINT(-3.64442082942 40.3659350531),false,false,false,Ciclomotor,Atenci贸n en urgencias sin posterior ingreso,6
2025S093238,2025-08-19T01:00:00+01:00,AVDA. GRAN VIA DE VILLAVERDE,17,VILLAVERDE,Ca铆da,Despejado,POINT(-3.6942464978 40.3456824288),false,false,false,VMU el茅ctrico,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S093256,2025-08-19T07:00:00+01:00,AUTOV. M-30,15,CIUDAD LINEAL,Colisi贸n m煤ltiple,Despejado,POINT(-3.66288446743 40.451966386),false,false,false,Turismo,Desconocido,5
2025S093257,2025-08-19T07:56:00+01:00,CALL. BASCU脩UELOS / CALL. LAS NAVAS DE BUITRAGO,17,VILLAVERDE,Atropello a persona,Despejado,POINT(-3.71937106082 40.3376999389),false,false,true,Todo terreno,Desconocido,1
2025S093272,2025-08-19T09:25:00+01:00,CALL. GARCIA MIRANDA,13,PUENTE DE VALLECAS,Otro,Despejado,POINT(-3.66394404861 40.383437447),false,false,false,Furgoneta,Desconocido,5
2025S093274,2025-08-19T11:45:00+01:00,PLAZA. ENCUENTRO / AVDA. MORATALAZ,14,MORATALAZ,Colisi贸n fronto-lateral,Despejado,POINT(-3.65092798192 40.4056828237),false,false,false,Turismo,Desconocido,5
2025S093275,2025-08-19T11:30:00+01:00,INTER. AEROPUERTO T-1,21,BARAJAS,Alcance,Despejado,POINT(-3.57061934533 40.4692154239),false,false,false,Turismo,Desconocido,5
2025S093276,2025-08-19T11:35:00+01:00,CALL. PICO OCEJON / AVDA. OSA MAYOR,9,MONCLOA-ARAVACA,Colisi贸n fronto-lateral,Despejado,POINT(-3.78792590238 40.4589654304),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S093277,2025-08-19T13:10:00+01:00,AVDA. DOCTOR ARCE,5,CHAMART脥N,Colisi贸n fronto-lateral,Despejado,POINT(-3.68071561314 40.4472861854),false,false,false,"Autob煤s, Turismo",Desconocido,5
2025S093278,2025-08-19T10:45:00+01:00,CALL. SEGOVIA / RONDA. SEGOVIA,1,CENTRO,Otro,Despejado,POINT(-3.7157260183 40.4138404521),false,false,false,Autob煤s,Atenci贸n en urgencias sin posterior ingreso,6
2025S093290,2025-08-19T13:20:00+01:00,CALL. ARTURO SORIA,15,CIUDAD LINEAL,Alcance,Despejado,POINT(-3.65186441395 40.4502002278),false,false,false,"Motocicleta > 125cc, Turismo",Sin asistencia sanitaria,1
2025S093291,2025-08-19T13:15:00+01:00,AVDA. ALFONSO XIII,5,CHAMART脥N,Atropello a persona,Despejado,POINT(-3.66732871578 40.458940803),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S093292,2025-08-19T13:30:00+01:00,CALL. LA PICARA MOLINERA,17,VILLAVERDE,Colisi贸n fronto-lateral,Despejado,POINT(-3.70270194549 40.3548837592),false,false,false,"Todo terreno, Turismo",Desconocido,5
2025S093295,2025-08-19T14:52:00+01:00,CALL. VIA LUSITANA / AVDA. PESETA,11,CARABANCHEL,Ca铆da,Despejado,POINT(-3.74390575997 40.363364918),false,false,false,Motocicleta > 125cc,Ingreso inferior o igual a 24 horas,7
2025S093299,2025-08-19T15:21:00+01:00,PASEO. CASTELLANA,8,FUENCARRAL-EL PARDO,Colisi贸n fronto-lateral,Despejado,POINT(-3.68621263019 40.4787580757),false,false,false,"Motocicleta > 125cc, Motocicleta hasta 125cc",Sin asistencia sanitaria,1
2025S093367,2025-08-19T18:35:00+01:00,CALL. VILLABLANCA / CALL. MINERVA,19,VIC脕LVARO,Colisi贸n fronto-lateral,Despejado,POINT(-3.59785053473 40.4046270951),false,false,false,"Motocicleta > 125cc, Turismo",Ingreso superior a 24 horas,1
2025S093368,2025-08-19T19:25:00+01:00,CALL. PEDRO RICO,8,FUENCARRAL-EL PARDO,Otro,Despejado,POINT(-3.68934926764 40.480910567),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S093373,2025-08-19T19:30:00+01:00,CALL. DON RAMON DE LA CRUZ / CALL. SERRANO,4,SALAMANCA,Choque contra obst谩culo fijo,Despejado,POINT(-3.68694701174 40.4292493116),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S093384,2025-08-19T19:24:00+01:00,CALL. ACONCAGUA / GTA. RIO URUBAMBA,16,HORTALEZA,Colisi贸n fronto-lateral,Despejado,POINT(-3.62850834108 40.4685097365),false,false,false,"Cami贸n r铆gido, Turismo",Sin asistencia sanitaria,1
2025S093385,2025-08-19T20:35:00+01:00,PASEO. RECOLETOS,4,SALAMANCA,Ca铆da,Despejado,POINT(-3.69247354053 40.4198019003),false,false,true,Bicicleta,Sin asistencia sanitaria,1
2025S093386,2025-08-19T19:15:00+01:00,CALL. CLAUDIO COELLO,4,SALAMANCA,Atropello a persona,Despejado,POINT(-3.68588751699 40.4293997467),false,false,true,Turismo,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S093388,2025-08-19T20:20:00+01:00,CALL. AYERBE,21,BARAJAS,Choque contra obst谩culo fijo,Despejado,POINT(-3.57821946559 40.4696100857),false,false,false,"Motocicleta hasta 125cc, Turismo",Sin asistencia sanitaria,1
2025S093395,2025-08-19T20:30:00+01:00,CALL. LOPEZ DE HOYOS / CALL. CARTAGENA,5,CHAMART脥N,Alcance,Despejado,POINT(-3.67579921165 40.4426753931),false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S093417,2025-08-19T20:30:00+01:00,CALL. SANTIAGO BERNABEU,5,CHAMART脥N,Alcance,,POINT(-3.68892886894 40.4501654526),false,false,false,Turismo,Desconocido,5
2025S093425,2025-08-19T22:30:00+01:00,CALL. VILLAVICIOSA,10,LATINA,Choque contra obst谩culo fijo,,POINT(-3.77235174682 40.3966381541),false,false,false,Turismo,Desconocido,5
2025S093431,2025-08-19T22:35:00+01:00,CALL. FUENCARRAL / GTA. BILBAO,7,CHAMBER脥,Atropello a persona,Despejado,POINT(-3.70243885077 40.4293364015),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S093434,2025-08-19T22:10:00+01:00,CALL. FRANCISCO SILVELA / CALL. MONTESA,4,SALAMANCA,Colisi贸n fronto-lateral,Despejado,POINT(-3.67191619238 40.4316529686),false,false,false,Turismo,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S093435,2025-08-19T23:12:00+01:00,CALL. GENERAL ORAA / PASEO. CASTELLANA,4,SALAMANCA,Alcance,Despejado,POINT(-3.68805040946 40.4357202376),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S093436,2025-08-19T22:45:00+01:00,CMNO. VIEJO DE VICALVARO,19,VIC脕LVARO,Colisi贸n fronto-lateral,,POINT(-3.6169248727 40.4053287052),false,false,false,"Turismo, VMU el茅ctrico",Desconocido,5
2025S094378,2025-08-19T16:20:00+01:00,PASEO. ARTILLEROS,19,VIC脕LVARO,Colisi贸n lateral,Despejado,POINT(-3.60908496561 40.4063162238),false,false,false,"Cami贸n r铆gido, Turismo",Desconocido,5
2025S093448,2025-08-20T02:40:00+01:00,CALL. LIBERTAD / CALL. SAN MARCOS,1,CENTRO,Colisi贸n fronto-lateral,Despejado,POINT(-3.69738002342 40.421222864),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S093451,2025-08-20T03:30:00+01:00,AVDA. PESETA / CALL. ARQUITECTURA DE TARRAGONA,10,LATINA,Choque contra obst谩culo fijo,,POINT(-3.7654793774 40.3683052684),true,false,false,Turismo,Desconocido,5
2025S093486,2025-08-20T07:20:00+01:00,PLAZA. REPUBLICA DEL ECUADOR / CALL. SERRANO,5,CHAMART脥N,Colisi贸n lateral,Despejado,POINT(-3.677350611 40.4550897256),false,false,false,"Cami贸n r铆gido, Turismo",Desconocido,5
2025S093496,2025-08-20T08:30:00+01:00,CALL. AGASTIA,15,CIUDAD LINEAL,Choque contra obst谩culo fijo,Despejado,POINT(-3.65619761053 40.4519504848),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S093511,2025-08-20T08:50:00+01:00,CALL. FELIX CANDELA,16,HORTALEZA,Alcance,Despejado,POINT(-3.62126667985 40.4967829831),false,false,false,Turismo,Desconocido,5
2025S093514,2025-08-20T08:45:00+01:00,CALL. MARIA DE MOLINA,5,CHAMART脥N,Otro,,POINT(-3.68312972723 40.4376413133),false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S093517,2025-08-20T09:20:00+01:00,CALL. TALBOT,12,USERA,Colisi贸n fronto-lateral,Despejado,POINT(-3.71082711564 40.3660594791),false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S093532,2025-08-20T10:25:00+01:00,CALL. CANARIAS / CALL. VARA DE REY,2,ARGANZUELA,Colisi贸n fronto-lateral,Despejado,POINT(-3.6894239919 40.401657868),false,false,false,Turismo,Desconocido,5
2025S093534,2025-08-20T08:38:00+01:00,AVDA. PAZ / CMNO. VALDERRIBAS,2,ARGANZUELA,Colisi贸n fronto-lateral,Despejado,POINT(-3.66709730866 40.4009329733),false,false,false,Turismo,Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S093535,2025-08-20T09:45:00+01:00,CALL. LILI ALVAREZ,8,FUENCARRAL-EL PARDO,Ca铆da,Despejado,POINT(-3.73512778293 40.486466242),false,false,false,Bicicleta,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S093537,2025-08-20T11:10:00+01:00,CALL. ALCALA,20,SAN BLAS-CANILLEJAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.6164173954 40.4439892703),false,false,false,"Furgoneta, Motocicleta hasta 125cc",Sin asistencia sanitaria,1
2025S093542,2025-08-20T11:25:00+01:00,AUTOV. M-30,15,CIUDAD LINEAL,Alcance,Despejado,POINT(-3.65978176018 40.4265246435),false,false,false,"Motocicleta > 125cc, Turismo",Desconocido,5
2025S093546,2025-08-20T09:58:00+01:00,CALL. MONASTERIOS DE SUSO Y YUSO,8,FUENCARRAL-EL PARDO,Ca铆da,Despejado,POINT(-3.69709250465 40.50292699),false,false,false,"Otros veh铆culos con motor, Turismo",Ingreso inferior o igual a 24 horas,1
2025S093547,2025-08-20T12:20:00+01:00,CALL. SILVANO,16,HORTALEZA,Alcance,Despejado,POINT(-3.64969093585 40.4522755263),false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S093550,2025-08-20T12:50:00+01:00,AVDA. DAROCA / CALL. VEREDA DEL CARMEN,15,CIUDAD LINEAL,Colisi贸n fronto-lateral,Despejado,POINT(-3.65176753874 40.4291827241),false,false,false,"Autob煤s, Turismo",Sin asistencia sanitaria,1
2025S093564,2025-08-20T12:15:00+01:00,GTA. ARCENTALES / AUTOV. M-40,20,SAN BLAS-CANILLEJAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.59832325086 40.4300572602),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S093565,2025-08-20T12:05:00+01:00,CALL. VALCARLOS / CALL. PUENTE LA REINA,8,FUENCARRAL-EL PARDO,Colisi贸n fronto-lateral,Despejado,POINT(-3.67035665133 40.5001302465),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S093566,2025-08-20T14:35:00+01:00,AVDA. OPORTO,11,CARABANCHEL,Alcance,,POINT(-3.72059508736 40.3852244487),false,false,false,Turismo,Desconocido,5
2025S093571,2025-08-20T14:29:00+01:00,PASEO. RECOLETOS / PLAZA. CIBELES,4,SALAMANCA,Colisi贸n lateral,Despejado,POINT(-3.69261701432 40.4199992397),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria inmediata en centro de salud o mutua,1
2025S093596,2025-08-20T15:35:00+01:00,AUTOV. A-3,19,VIC脕LVARO,Atropello a animal,,POINT(-3.56030727282 40.359535201),false,false,false,Turismo,Desconocido,5
2025S093667,2025-08-20T16:05:00+01:00,CALL. MENDEZ ALVARO / CALL. MEJORADA DEL CAMPO,2,ARGANZUELA,Ca铆da,Despejado,POINT(-3.68517458329 40.3998002309),false,false,false,Bicicleta,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S093678,2025-08-20T17:55:00+01:00,CALL. ALBASANZ / PARRO. SAN ROMUALDO,20,SAN BLAS-CANILLEJAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.62219530021 40.4388682153),false,false,false,"Motocicleta > 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S093681,2025-08-20T17:50:00+01:00,CALL. HERMOSILLA,4,SALAMANCA,Alcance,Despejado,POINT(-3.67822634702 40.4260575488),false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S093688,2025-08-20T14:10:00+01:00,CALL. SEGOVIA,1,CENTRO,Ca铆da,Despejado,POINT(-3.71015900985 40.4134783823),false,false,false,Ciclomotor,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S093689,2025-08-20T18:22:00+01:00,CALL. SIERRA DE GUADALUPE / CALL. FELIPE ALVAREZ,18,VILLA DE VALLECAS,Alcance,Despejado,POINT(-3.62415307256 40.3815148925),false,false,false,"Motocicleta > 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S093705,2025-08-20T19:20:00+01:00,CALL. SAUCEDA / CALL. SAN JUAN DE ORTEGA,8,FUENCARRAL-EL PARDO,Choque contra obst谩culo fijo,Despejado,POINT(-3.66969678791 40.5002331705),true,false,false,Turismo,Desconocido,5
2025S093716,2025-08-20T19:30:00+01:00,CALL. ALFARO / CALL. OCA,11,CARABANCHEL,Otro,Despejado,POINT(-3.73633654062 40.3896838763),false,false,false,Turismo,Desconocido,5
2025S093719,2025-08-20T19:30:00+01:00,CALL. ALFARO / CALL. OCA,11,CARABANCHEL,Choque contra obst谩culo fijo,,POINT(-3.7363364425 40.3896748679),false,false,false,Turismo,Desconocido,5
2025S093723,2025-08-20T19:15:00+01:00,AVDA. PABLO NERUDA / CALL. ROMEO Y JULIETA,13,PUENTE DE VALLECAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.66187369698 40.3813501933),false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,1
2025S093733,2025-08-20T17:38:00+01:00,CALL. HERMANOS GARCIA NOBLEJAS,20,SAN BLAS-CANILLEJAS,Atropello a persona,Despejado,POINT(-3.6273225472 40.4234530608),false,false,true,VMU el茅ctrico,Sin asistencia sanitaria,1
2025S093753,2025-08-20T21:05:00+01:00,CALL. ALDEANUEVA DE LA VERA / CALL. OLIVA DE PLASENCIA,10,LATINA,Atropello a persona,Despejado,POINT(-3.7762592361 40.3787920603),false,false,true,Furgoneta,Desconocido,1
2025S093825,2025-08-21T03:11:00+01:00,CALL. JUAN SEBASTIAN ELCANO / CALL. BERNARDINO OBREGON,2,ARGANZUELA,Colisi贸n fronto-lateral,,POINT(-3.7002234133 40.4044128092),false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S093828,2025-08-21T01:15:00+01:00,CALLE RUIDERA,13,PUENTE DE VALLECAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.67572530235 40.3799097077),false,false,false,Turismo,Desconocido,5
2025S093840,2025-08-21T03:10:00+01:00,CALL. BAILEN / CUSTA. SAN VICENTE,1,CENTRO,Ca铆da,Despejado,POINT(-3.71317477293 40.4222616493),false,false,false,"Ciclomotor, Furgoneta",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S093847,2025-08-21T03:20:00+01:00,CALL. SAN NARCISO / CALL. SAN FAUSTINO,20,SAN BLAS-CANILLEJAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.60895560552 40.4455603526),false,false,false,"Turismo, VMU el茅ctrico",Sin asistencia sanitaria,1
2025S093853,2025-08-21T02:20:00+01:00,CALL. FUENTES,1,CENTRO,Choque contra obst谩culo fijo,Despejado,POINT(-3.70878160047 40.4170003613),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S093858,2025-08-21T03:40:00+01:00,CALL. ACAMAR,9,MONCLOA-ARAVACA,Choque contra obst谩culo fijo,Despejado,POINT(-3.78684471901 40.4582881151),false,false,false,Turismo,Desconocido,5
2025S093866,2025-08-21T05:30:00+01:00,AUTOV. A-5,9,MONCLOA-ARAVACA,Alcance,Despejado,POINT(-3.76300194686 40.4003218678),true,false,false,Turismo,Sin asistencia sanitaria,1
2025S093870,2025-08-21T06:00:00+01:00,AUTOV. M-23,14,MORATALAZ,Ca铆da,Despejado,POINT(-3.65547516016 40.4176391914),false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S093871,2025-08-21T00:45:00+01:00,CALL. PORTALEGRE,11,CARABANCHEL,Alcance,Despejado,POINT(-3.72383816057 40.3844204034),true,false,false,Bicicleta EPAC (pedaleo asistido),Desconocido,7
2025S093872,2025-08-21T06:30:00+01:00,PASEO. CASTELLANA / CALL. DANIEL VAZQUEZ DIAZ,5,CHAMART脥N,Colisi贸n lateral,Despejado,POINT(-3.68641627624 40.4755857144),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria inmediata en centro de salud o mutua,1
2025S093873,2025-08-21T07:05:00+01:00,CALL. MAYOR,1,CENTRO,Colisi贸n fronto-lateral,Despejado,POINT(-3.70919417601 40.4158807102),false,false,false,"Cami贸n r铆gido, Turismo",Desconocido,5
2025S093874,2025-08-21T08:05:00+01:00,RONDA. COMUNICACION,8,FUENCARRAL-EL PARDO,Ca铆da,Despejado,POINT(-3.66348293081 40.5163679412),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S093900,2025-08-21T10:30:00+01:00,CALL. DOCTOR ESQUERDO,3,RETIRO,Alcance,Despejado,POINT(-3.67071537613 40.4057138788),false,false,false,Turismo,Desconocido,5
2025S093901,2025-08-21T11:25:00+01:00,CALL. LEGANITOS,1,CENTRO,Atropello a persona,Despejado,POINT(-3.71039073071 40.4220625728),false,false,true,Furgoneta,Sin asistencia sanitaria,1
2025S093904,2025-08-21T09:10:00+01:00,PASEO. CHOPERA / PQUE. MADRID RIO,2,ARGANZUELA,Ca铆da,Despejado,POINT(-3.70515205253 40.3956260422),false,false,false,Bicicleta,Atenci贸n en urgencias sin posterior ingreso,6
2025S093907,2025-08-21T11:35:00+01:00,CALL. INFANTA MERCEDES / CALL. HUESCA,6,TETU脕N,Colisi贸n frontal,Despejado,POINT(-3.69755944141 40.4579785393),false,false,false,"Motocicleta hasta 125cc, Turismo",Atenci贸n en urgencias sin posterior ingreso,1
2025S093920,2025-08-21T12:35:00+01:00,CALL. GUILLERMO PINGARRON,13,PUENTE DE VALLECAS,Alcance,Despejado,POINT(-3.64722568156 40.3870367709),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria inmediata en centro de salud o mutua,1
2025S093926,2025-08-21T12:00:00+01:00,AVDA. REYES CATOLICOS,9,MONCLOA-ARAVACA,Colisi贸n fronto-lateral,Despejado,POINT(-3.71960205019 40.4380146296),false,false,false,"Motocicleta hasta 125cc, Turismo",Ingreso inferior o igual a 24 horas,1
2025S093927,2025-08-21T12:45:00+01:00,PASEO. CASTELLANA / PLAZA. CUZCO,6,TETU脕N,Alcance,Despejado,POINT(-3.68999192773 40.4595554866),false,false,false,"Ciclomotor, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S093958,2025-08-21T14:25:00+01:00,CALL. SECOYA / AVDA. POBLADOS,11,CARABANCHEL,Alcance,Despejado,POINT(-3.74188103005 40.3731257756),false,false,false,"Furgoneta, Turismo",Atenci贸n en urgencias sin posterior ingreso,1
2025S093965,2025-08-21T15:30:00+01:00,CALL. CALDERILLA / CALL. REAL,11,CARABANCHEL,Colisi贸n lateral,Despejado,POINT(-3.74069852413 40.3630251393),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S093966,2025-08-21T15:40:00+01:00,CALL. SEGOVIA,1,CENTRO,Atropello a persona,Despejado,POINT(-3.71074933353 40.4135738543),false,false,true,,Desconocido,5
2025S093968,2025-08-21T15:18:00+01:00,AUTOV. M-30,14,MORATALAZ,Colisi贸n lateral,Despejado,POINT(-3.66139121573 40.4127135813),false,false,false,"Tractocami贸n, Turismo",Desconocido,5
2025S093991,2025-08-21T15:25:00+01:00,CALL. HALCONERO DEL REY / CALL. CAZALEGAS,11,CARABANCHEL,Colisi贸n fronto-lateral,Despejado,POINT(-3.72284389636 40.3707598231),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S094024,2025-08-21T15:38:00+01:00,CALL. MOSCATELAR / CALL. PARMA,16,HORTALEZA,Colisi贸n fronto-lateral,Despejado,POINT(-3.64951328491 40.4570963397),false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S094035,2025-08-21T14:40:00+01:00,AVDA. LAS AGUILAS / CALL. RAFAEL FINAT,10,LATINA,Colisi贸n fronto-lateral,Despejado,POINT(-3.76465821291 40.3842297538),false,false,false,Turismo,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S094036,2025-08-21T17:25:00+01:00,AUTOV. M-13,21,BARAJAS,Ca铆da,Despejado,POINT(-3.60352671279 40.4938049362),false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S094042,2025-08-21T16:09:00+01:00,CALL. TOMAS REDONDO,16,HORTALEZA,Colisi贸n fronto-lateral,Despejado,POINT(-3.63028446878 40.4717523073),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S094047,2025-08-21T18:45:00+01:00,CTRA. CASTILLA,9,MONCLOA-ARAVACA,Atropello a persona,Despejado,POINT(-3.73930223272 40.4346020359),false,true,true,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S094054,2025-08-21T18:45:00+01:00,CALL. ARTURO SORIA,15,CIUDAD LINEAL,Solo salida de la v铆a,,POINT(-3.64997512522 40.4474991547),false,false,false,"Todo terreno, Turismo",Sin asistencia sanitaria,1
2025S094058,2025-08-21T17:55:00+01:00,AVDA. ALBUFERA,13,PUENTE DE VALLECAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.66894405118 40.3982105711),false,false,false,Turismo,Desconocido,5
2025S094060,2025-08-21T17:11:00+01:00,AUTOV. A-6 / AUTOV. M-30,9,MONCLOA-ARAVACA,Alcance,Despejado,POINT(-3.74478755563 40.4540983102),false,false,false,"Furgoneta, Turismo",Ingreso inferior o igual a 24 horas,1
2025S094066,2025-08-21T19:40:00+01:00,AUTOV. M-30,15,CIUDAD LINEAL,Alcance,Despejado,POINT(-3.66046034856 40.4308180796),false,false,false,Turismo,Desconocido,5
2025S094069,2025-08-21T19:45:00+01:00,AVDA. CARABANCHEL ALTO,11,CARABANCHEL,Alcance,Despejado,POINT(-3.7536093505 40.3653741882),false,false,false,Turismo,Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S094070,2025-08-21T17:50:00+01:00,CALL. ALFONSO FERNANDEZ CLAUSELLS,9,MONCLOA-ARAVACA,Choque contra obst谩culo fijo,,POINT(-3.72443687522 40.4611375254),false,false,false,Maquinaria de obras,Desconocido,5
2025S094073,2025-08-21T20:38:00+01:00,CALL. CARLOS Y GUILLERMO FERNANDEZ SHAW / federico mo,3,RETIRO,Ca铆da,Despejado,POINT(-3.66765836298 40.4040468752),false,false,false,Motocicleta > 125cc,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S094076,2025-08-21T20:30:00+01:00,AVDA. PABLO NERUDA / Palomeras,13,PUENTE DE VALLECAS,Alcance,Despejado,POINT(-3.64697014642 40.3849570972),false,false,false,Turismo,Desconocido,5
2025S094077,2025-08-21T21:20:00+01:00,CALL. AGUACATE,11,CARABANCHEL,Otro,Despejado,POINT(-3.74739970422 40.3715316666),false,false,false,"Autob煤s, Turismo",Sin asistencia sanitaria,1
2025S094078,2025-08-21T20:53:00+01:00,CALL. FERROVIARIOS,12,USERA,Colisi贸n lateral,Despejado,POINT(-3.70441780486 40.3817024713),false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S094092,2025-08-21T21:10:00+01:00,CALL. ROBERTO DOMINGO / AVDA. TOREROS,4,SALAMANCA,Alcance,Despejado,POINT(-3.66149333799 40.4327671336),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S094093,2025-08-21T21:45:00+01:00,GTA. QUEVEDO / CALL. FUENCARRAL,7,CHAMBER脥,Ca铆da,Despejado,POINT(-3.70441585834 40.4335135664),false,false,false,Ciclomotor,Desconocido,3
2025S094100,2025-08-21T19:00:00+01:00,CALL. TOLEDO / CALL. ESTUDIOS,1,CENTRO,Colisi贸n lateral,,POINT(-3.70755749097 40.4126654999),true,true,false,Turismo,Sin asistencia sanitaria,1
2025S094101,2025-08-21T22:40:00+01:00,CALL. SALVADOR VICENTE MARTIN / POLIG. ALUCHE-AVENIDA DE LOS POBLADOS,11,CARABANCHEL,Colisi贸n fronto-lateral,Despejado,POINT(-3.73131608199 40.373229106),false,false,false,"Bicicleta EPAC (pedaleo asistido), Turismo",Asistencia sanitaria inmediata en centro de salud o mutua,1
2025S094107,2025-08-21T22:32:00+01:00,CALL. DEYANIRA / CALL. ARACNE,20,SAN BLAS-CANILLEJAS,Alcance,Despejado,POINT(-3.59065868418 40.443357986),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria inmediata en centro de salud o mutua,1
2025S094113,2025-08-21T23:19:00+01:00,AUTOV. M-30,11,CARABANCHEL,Ca铆da,Despejado,POINT(-3.7117862312 40.3978827073),false,false,false,Ciclomotor,Ingreso inferior o igual a 24 horas,7
